Player,Season,PP_TOI,PP_G,PP_A1,PP_A2,PP_A,PP_P,PP_P1,PP_G60,PP_A160,PP_A260,PP_A60,PP_P60,PP_P160,PP_iCF,PP_iCF60,PP_iCSh%,PP_iFF,PP_iFF60,PP_iFSh%,PP_iSF,PP_iSF60,PP_iSh%,PP_ixG,PP_ixG60,PP_ixFSh%,PP_iSCF,PP_iSCF60,PP_iHF,PP_iHA,PP_iGVA,PP_iTKA,PP_iBLK,PP_iFOW,PP_iFOL,PP_iFO%,PP_iPENT,PP_iPEND,PP_iPENDIFF,PP_iRB,PP_iRS,PP_Avg.DIST
EVGENI.MALKIN,20122013,220.0675,6.833333333,10.25,10.25,20.5,27.33333333,17.08333333,1.86,2.79,2.79,5.59,7.45,4.66,100.7916667,27.48,6.78,64.91666667,17.7,10.53,47.83333333,13.04,14.29,5.364166667,1.46,8.26,18.79166667,5.12,1.708333333,8.541666667,8.541666667,3.416666667,3.416666667,30.75,42.70833333,41.86,1.708333333,1.708333333,0,1.708333333,0,31.24
EVGENI.MALKIN,20132014,266.2,6,15,6,21,27,21,1.35,3.38,1.35,4.73,6.09,4.73,146,32.91,4.11,102,22.99,5.88,79,17.81,7.59,7.03,1.59,6.9,19,4.28,2,13,12,7,3,4,1,80,9,2,-7,1,0,35.53
EVGENI.MALKIN,20142015,236.36,7,6,7,13,20,13,1.78,1.52,1.78,3.3,5.08,3.3,111,28.18,6.31,87,22.08,8.05,58,14.72,12.07,6.74,1.71,7.74,21,5.33,3,17,15,3,1,4,11,26.67,5,3,-2,4,1,31.8
EVGENI.MALKIN,20152016,196.54,9,9,7,16,25,18,2.75,2.75,2.14,4.88,7.63,5.5,85,25.95,10.59,67,20.45,13.43,50,15.26,18,5.98,1.83,8.93,23,7.02,1,5,8,1,0,6,9,40,4,2,-2,3,1,30.6
EVGENY.KUZNETSOV,20142015,122.48,4,5,3,8,12,9,1.96,2.45,1.47,3.92,5.88,4.41,40,19.6,10,29,14.21,13.79,27,13.23,14.81,2.23,1.09,7.69,8,3.92,0,6,4,2,0,32,32,50,1,3,2,0,0,29.75
EVGENY.KUZNETSOV,20152016,185.73,4,11,2,13,17,15,1.29,3.55,0.65,4.2,5.49,4.85,60,19.38,6.67,44,14.21,9.09,33,10.66,12.12,3.75,1.21,8.53,17,5.49,2,4,6,1,0,43,43,50,0,1,1,1,1,27.8
EVGENY.MEDVEDEV,20152016,87.2,0,1,1,2,2,1,0,0.69,0.69,1.38,1.38,0.69,36,24.77,0,21,14.45,0,13,8.94,0,0.89,0.61,4.23,1,0.69,1,2,1,0,0,0,0,0,1,1,0,0,1,52.39
FEDOR.TYUTIN,20112012,222.68,1,3,8,11,12,4,0.27,0.81,2.16,2.96,3.23,1.08,76,20.48,1.32,53,14.28,1.89,40,10.78,2.5,3.12,0.84,5.89,5,1.35,5,8,4,0,1,0,0,0,1,1,0,0,0,43.62
FEDOR.TYUTIN,20122013,233.495,0,5.125,1.708333333,6.833333333,6.833333333,5.125,0,1.32,0.44,1.76,1.76,1.32,54.66666667,14.05,0,30.75,7.9,0,15.375,3.95,0,1.674166667,0.43,5.46,1.708333333,0.44,8.541666667,3.416666667,3.416666667,0,1.708333333,0,0,0,1.708333333,1.708333333,0,0,0,42.14
FEDOR.TYUTIN,20132014,123.36,0,2,4,6,6,2,0,0.97,1.95,2.92,2.92,0.97,49,23.83,0,39,18.97,0,25,12.16,0,2.11,1.03,5.41,3,1.46,4,4,0,1,0,0,0,0,2,0,-2,0,1,40.34
FEDOR.TYUTIN,20142015,33.48,0,1,0,1,1,1,0,1.79,0,1.79,1.79,1.79,4,7.17,0,3,5.38,0,3,5.38,0,0.15,0.27,5.05,0,0,2,1,1,0,2,0,0,0,1,0,-1,0,0,39.97
FILIP.FORSBERG,20142015,226.74,5,4,7,11,16,9,1.32,1.06,1.85,2.91,4.23,2.38,69,18.26,7.25,51,13.5,9.8,35,9.26,14.29,3.26,0.86,6.39,5,1.32,3,5,16,2,1,0,1,0,3,1,-2,0,1,33.44
FILIP.FORSBERG,20152016,214.26,6,2,13,15,21,8,1.68,0.56,3.64,4.2,5.88,2.24,91,25.48,6.59,67,18.76,8.96,46,12.88,13.04,4.86,1.36,7.25,12,3.36,3,13,13,1,0,0,0,0,2,1,-1,2,1,31.37
FILIP.KUBA,20112012,151.96,3,3,5,8,11,6,1.18,1.18,1.97,3.16,4.34,2.37,42,16.58,7.14,23,9.08,13.04,13,5.13,23.08,1.07,0.42,4.67,2,0.79,2,0,4,0,2,0,0,0,1,1,0,1,1,43.88
FILIP.KUBA,20122013,132.0883333,0,1.708333333,3.416666667,5.125,5.125,1.708333333,0,0.78,1.55,2.33,2.33,0.78,25.625,11.64,0,17.08333333,7.76,0,11.95833333,5.43,0,0.87125,0.39,5.09,1.708333333,0.78,0,1.708333333,1.708333333,0,0,0,0,0,1.708333333,0,-1.708333333,0,1.708333333,46.32
FRANCIS.BOUILLON,20112012,36.79,0,0,0,0,0,0,0,0,0,0,0,0,4,6.52,0,1,1.63,0,1,1.63,0,0.06,0.1,6.25,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,40.02
FRANCIS.BOUILLON,20122013,144.8325,0,0,0,0,0,0,0,0,0,0,0,0,17.08333333,7.08,0,10.25,4.25,0,8.541666667,3.54,0,0.5125,0.21,4.92,0,0,3.416666667,8.541666667,3.416666667,3.416666667,3.416666667,0,0,0,5.125,0,-5.125,0,0,42.51
FRANCIS.BOUILLON,20132014,81.9,0,1,0,1,1,1,0,0.73,0,0.73,0.73,0.73,14,10.26,0,8,5.86,0,8,5.86,0,0.44,0.32,5.44,1,0.73,0,2,1,0,2,0,0,0,1,1,0,0,0,34.18
FRANCOIS.BEAUCHEMIN,20112012,144.1,3,2,0,2,5,5,1.25,0.83,0,0.83,2.08,2.08,44,18.32,6.82,28,11.66,10.71,23,9.58,13.04,2.16,0.9,7.73,6,2.5,1,2,1,1,4,0,0,0,2,0,-2,2,1,34.09
FRANCOIS.BEAUCHEMIN,20122013,183.6629167,1.708333333,3.416666667,6.833333333,10.25,11.95833333,5.125,0.56,1.12,2.23,3.35,3.91,1.67,63.20833333,20.65,2.7,47.83333333,15.63,3.57,37.58333333,12.28,4.55,3.467916667,1.13,7.25,10.25,3.35,1.708333333,5.125,3.416666667,3.416666667,0,0,0,0,0,0,0,0,0,39.05
FRANCOIS.BEAUCHEMIN,20132014,126.71,1,0,2,2,3,1,0.47,0,0.95,0.95,1.42,0.47,41,19.41,2.44,24,11.36,4.17,17,8.05,5.88,1.07,0.51,4.47,2,0.95,2,4,3,1,2,0,0,0,3,0,-3,1,1,48.77
FRANCOIS.BEAUCHEMIN,20142015,107.73,2,0,1,1,3,2,1.11,0,0.56,0.56,1.67,1.11,42,23.39,4.76,31,17.27,6.45,23,12.81,8.7,1.63,0.91,5.26,3,1.67,2,3,2,0,0,0,0,0,1,0,-1,0,0,43.25
FRANCOIS.BEAUCHEMIN,20152016,184.45,2,3,5,8,10,5,0.65,0.98,1.63,2.6,3.25,1.63,44,14.31,4.55,31,10.08,6.45,22,7.16,9.09,1.94,0.63,6.26,6,1.95,1,3,2,1,5,0,0,0,3,0,-3,3,0,45.6
FRANS.NIELSEN,20112012,199.91,5,3,7,10,15,8,1.5,0.9,2.1,3,4.5,2.4,35,10.5,14.29,30,9,16.67,24,7.2,20.83,3.72,1.12,12.4,17,5.1,1,5,6,4,0,22,14,61.11,0,1,1,2,0,22.46
FRANS.NIELSEN,20122013,161.8816667,3.416666667,3.416666667,6.833333333,10.25,13.66666667,6.833333333,1.27,1.27,2.53,3.8,5.07,2.53,41,15.2,8.33,29.04166667,10.76,11.76,22.20833333,8.23,15.38,3.604583333,1.33,12.38,17.08333333,6.33,0,10.25,10.25,0,1.708333333,22.20833333,11.95833333,65,0,0,0,1.708333333,0,21.75
FRANS.NIELSEN,20132014,249.48,5,10,4,14,19,15,1.2,2.41,0.96,3.37,4.57,3.61,58,13.95,8.62,48,11.54,10.42,33,7.94,15.15,5.38,1.29,11.21,25,6.01,1,8,10,3,1,17,16,51.52,0,1,1,1,0,24.52
FRANS.NIELSEN,20142015,213.74,3,9,5,14,17,12,0.84,2.53,1.4,3.93,4.77,3.37,57,16,5.26,45,12.63,6.67,34,9.54,8.82,5.81,1.63,12.91,28,7.86,0,11,7,3,1,18,15,54.55,0,1,1,6,2,22.02
FRANS.NIELSEN,20152016,214.54,7,3,8,11,18,10,1.96,0.84,2.24,3.08,5.03,2.8,57,15.94,12.28,44,12.31,15.91,26,7.27,26.92,6.16,1.72,14,29,8.11,0,12,7,0,0,38,31,55.07,2,0,-2,6,1,22.32
GABRIEL.BOURQUE,20122013,70.84458333,5.125,0,0,0,5.125,5.125,4.34,0,0,0,4.34,4.34,13.66666667,11.57,37.5,13.66666667,11.57,37.5,8.541666667,7.23,60,2.528333333,2.14,18.5,11.95833333,10.13,0,5.125,10.25,0,0,0,0,0,0,0,0,3.416666667,0,15.85
GABRIEL.BOURQUE,20132014,38.77,0,1,0,1,1,1,0,1.55,0,1.55,1.55,1.55,9,13.93,0,9,13.93,0,6,9.29,0,1.18,1.83,13.14,4,6.19,0,1,1,0,0,0,0,0,1,0,-1,1,0,21.92
GABRIEL.LANDESKOG,20112012,176.76,6,4,2,6,12,10,2.04,1.36,0.68,2.04,4.07,3.39,50,16.97,12,46,15.61,13.04,39,13.24,15.38,7.24,2.46,15.74,32,10.86,9,7,8,4,2,1,2,33.33,7,1,-6,5,0,15.66
GABRIEL.LANDESKOG,20122013,146.3529167,0,0,1.708333333,1.708333333,1.708333333,0,0,0,0.7,0.7,0.7,0,23.91666667,9.81,0,18.79166667,7.7,0,17.08333333,7,0,1.452083333,0.59,7.72,5.125,2.1,8.541666667,8.541666667,6.833333333,1.708333333,0,0,0,0,1.708333333,1.708333333,0,0,0,28.28
GABRIEL.LANDESKOG,20132014,195.17,4,1,4,5,9,5,1.23,0.31,1.23,1.54,2.77,1.54,44,13.53,9.09,34,10.45,11.76,28,8.61,14.29,4.2,1.29,12.37,22,6.76,8,12,7,6,0,3,0,100,3,0,-3,3,0,21.68
GABRIEL.LANDESKOG,20142015,191,6,2,7,9,15,8,1.88,0.63,2.2,2.83,4.71,2.51,54,16.96,11.11,49,15.39,12.24,36,11.31,16.67,5.62,1.77,11.48,24,7.54,11,11,6,0,0,1,9,10,4,3,-1,2,0,23.6
GABRIEL.LANDESKOG,20152016,201.68,2,5,4,9,11,7,0.6,1.49,1.19,2.68,3.27,2.08,36,10.71,5.56,29,8.63,6.9,21,6.25,9.52,3.82,1.14,13.18,19,5.65,7,4,7,2,0,8,4,66.67,4,2,-2,4,0,19.22
GILBERT.BRULE,20112012,41.15,1,0,0,0,1,1,1.46,0,0,0,1.46,1.46,9,13.12,11.11,7,10.21,14.29,6,8.75,16.67,0.58,0.85,8.33,1,1.46,0,4,2,0,1,0,3,0,1,0,-1,0,0,14.29
GRANT.CLITSOME,20112012,132.01,1,1,3,4,5,2,0.45,0.45,1.36,1.82,2.27,0.91,53,24.09,1.89,36,16.36,2.78,27,12.27,3.7,1.52,0.69,4.22,3,1.36,2,2,3,2,1,0,0,0,2,1,-1,0,2,47.67
GRANT.CLITSOME,20122013,85.60458333,3.416666667,0,0,0,3.416666667,3.416666667,2.39,0,0,0,2.39,2.39,27.33333333,19.16,12.5,22.20833333,15.57,15.38,20.5,14.37,16.67,1.571666667,1.1,7.06,5.125,3.59,1.708333333,0,1.708333333,0,0,0,0,0,1.708333333,1.708333333,0,0,0,41.69
GRANT.CLITSOME,20132014,47.74,0,0,2,2,2,0,0,0,2.51,2.51,2.51,0,16,20.11,0,13,16.34,0,10,12.57,0,0.69,0.87,5.33,1,1.26,1,0,0,1,0,0,0,0,1,0,-1,0,0,47.99
GUILLAUME.LATENDRESSE,20112012,41.98,0,0,0,0,0,0,0,0,0,0,0,0,13,18.58,0,12,17.15,0,7,10,0,1.44,2.07,12.04,7,10,2,1,2,0,0,1,0,100,3,0,-3,0,0,19.09
GUILLAUME.LATENDRESSE,20122013,98.12666667,1.708333333,0,0,0,1.708333333,1.708333333,1.04,0,0,0,1.04,1.04,29.04166667,17.76,5.88,23.91666667,14.62,7.14,15.375,9.4,11.11,3.399583333,2.08,14.2,17.08333333,10.45,5.125,1.708333333,0,0,1.708333333,0,0,0,0,0,0,1.708333333,0,13.76
GUSTAV.NYQUIST,20122013,86.39041667,0,1.708333333,1.708333333,3.416666667,3.416666667,1.708333333,0,1.19,1.19,2.37,2.37,1.19,27.33333333,18.98,0,18.79166667,13.05,0,13.66666667,9.49,0,2.135416667,1.49,11.4,8.541666667,5.93,0,1.708333333,1.708333333,0,0,1.708333333,0,100,1.708333333,0,-1.708333333,1.708333333,0,20.25
GUSTAV.NYQUIST,20132014,171.95,6,0,3,3,9,6,2.09,0,1.05,1.05,3.14,2.09,57,19.89,10.53,44,15.35,13.64,33,11.51,18.18,4.77,1.66,10.83,19,6.63,2,10,2,2,0,0,1,0,0,0,0,4,0,27.14
GUSTAV.NYQUIST,20142015,245.88,14,2,7,9,23,16,3.42,0.49,1.71,2.2,5.61,3.9,72,17.57,19.44,58,14.15,24.14,45,10.98,31.11,7.02,1.71,12.1,31,7.56,0,8,11,1,1,0,1,0,4,0,-4,4,1,20.94
GUSTAV.NYQUIST,20152016,220.69,7,2,2,4,11,9,1.9,0.54,0.54,1.09,2.99,2.45,50,13.59,14,41,11.15,17.07,30,8.16,23.33,5.04,1.37,12.3,25,6.8,4,10,4,1,0,0,0,0,4,0,-4,4,2,22.64
HAMPUS.LINDHOLM,20132014,171.03,1,1,2,3,4,2,0.35,0.35,0.7,1.05,1.4,0.7,42,14.73,2.38,27,9.47,3.7,22,7.72,4.55,1.36,0.48,5.05,3,1.05,2,5,2,1,3,0,0,0,1,0,-1,0,1,43.23
HAMPUS.LINDHOLM,20142015,137.56,0,4,1,5,5,4,0,1.74,0.44,2.18,2.18,1.74,37,16.14,0,24,10.47,0,18,7.85,0,1.18,0.51,4.91,1,0.44,0,1,7,2,1,0,0,0,1,0,-1,1,2,40.13
HAMPUS.LINDHOLM,20152016,169.09,4,4,6,10,14,8,1.42,1.42,2.13,3.55,4.97,2.84,86,30.52,4.65,60,21.29,6.67,43,15.26,9.3,3.61,1.28,6.01,8,2.84,0,7,5,0,2,0,0,0,2,0,-2,3,2,44.24
HENRIK.SEDIN,20112012,271.52,8,12,5,17,25,20,1.77,2.65,1.1,3.76,5.52,4.42,52,11.49,15.38,43,9.5,18.6,24,5.3,33.33,4.96,1.1,11.53,23,5.08,0,9,11,1,0,108,82,56.84,2,3,1,4,1,21.74
HENRIK.SEDIN,20122013,278.0995833,1.708333333,10.25,5.125,15.375,17.08333333,11.95833333,0.37,2.21,1.11,3.32,3.69,2.58,37.58333333,8.11,4.55,29.04166667,6.27,5.88,20.5,4.42,8.33,2.665,0.57,9.16,10.25,2.21,0,3.416666667,11.95833333,1.708333333,0,129.8333333,121.2916667,51.7,0,0,0,1.708333333,0,23.49
HENRIK.SEDIN,20132014,236.03,4,7,5,12,16,11,1.02,1.78,1.27,3.05,4.07,2.8,31,7.88,12.9,21,5.34,19.05,17,4.32,23.53,3.74,0.95,17.83,15,3.81,2,3,7,1,0,77,60,56.2,3,1,-2,7,1,22.15
HENRIK.SEDIN,20142015,233.71,5,10,7,17,22,15,1.28,2.57,1.8,4.36,5.65,3.85,30,7.7,16.67,21,5.39,23.81,16,4.11,31.25,2.89,0.74,13.76,13,3.34,0,8,9,0,2,105,108,49.3,0,0,0,3,0,15.48
HENRIK.SEDIN,20152016,225.03,3,8,2,10,13,11,0.8,2.13,0.53,2.67,3.47,2.93,39,10.4,7.69,34,9.07,8.82,24,6.4,12.5,2.74,0.73,8.07,13,3.47,2,5,6,1,0,110,102,51.89,0,0,0,1,0,28.56
HENRIK.TALLINDER,20112012,31.71,0,0,0,0,0,0,0,0,0,0,0,0,3,5.68,0,2,3.78,0,0,0,0,0.08,0.16,4.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,58.79
HENRIK.ZETTERBERG,20112012,253.9,3,6,4,10,13,9,0.71,1.42,0.95,2.36,3.07,2.13,85,20.09,3.53,62,14.65,4.84,42,9.93,7.14,5.9,1.39,9.52,28,6.62,2,14,8,1,0,76,76,50,5,2,-3,3,2,26
HENRIK.ZETTERBERG,20122013,282.84875,3.416666667,17.08333333,11.95833333,29.04166667,32.45833333,20.5,0.72,3.62,2.54,6.16,6.89,4.35,112.75,23.92,3.03,85.41666667,18.12,4,63.20833333,13.41,5.41,7.2775,1.54,8.51,25.625,5.44,1.708333333,6.833333333,6.833333333,5.125,0,30.75,23.91666667,56.25,3.416666667,0,-3.416666667,1.708333333,1.708333333,22.28
HENRIK.ZETTERBERG,20132014,141.54,2,8,3,11,13,10,0.85,3.39,1.27,4.66,5.51,4.24,57,24.16,3.51,46,19.5,4.35,32,13.57,6.25,3.54,1.5,7.7,13,5.51,2,4,7,3,0,41,28,59.42,0,1,1,0,1,36.1
HENRIK.ZETTERBERG,20142015,239.81,4,13,7,20,24,17,1,3.25,1.75,5,6,4.25,101,25.27,3.96,72,18.01,5.56,45,11.26,8.89,5.26,1.32,7.3,18,4.5,0,10,10,3,0,93,90,50.82,4,0,-4,1,1,29.27
HENRIK.ZETTERBERG,20152016,242.62,0,9,10,19,19,9,0,2.23,2.47,4.7,4.7,2.23,99,24.48,0,64,15.83,0,41,10.14,0,5.37,1.33,8.4,24,5.94,1,14,10,1,0,84,62,57.53,3,0,-3,5,2,33.05
IAN.COLE,20142015,48.58,0,0,1,1,1,0,0,0,1.24,1.24,1.24,0,14,17.29,0,10,12.35,0,6,7.41,0,0.51,0.62,5.06,0,0,0,4,0,0,2,0,0,0,1,1,0,0,0,45.94
IAN.WHITE,20112012,228.22,0,4,5,9,9,4,0,1.05,1.31,2.37,2.37,1.05,119,31.29,0,84,22.08,0,52,13.67,0,4.59,1.21,5.47,12,3.15,2,2,2,5,1,0,0,0,0,1,1,0,4,47.49
IAN.WHITE,20122013,115.7908333,0,0,0,0,0,0,0,0,0,0,0,0,37.58333333,19.47,0,25.625,13.28,0,13.66666667,7.08,0,0.97375,0.51,3.83,0,0,1.708333333,0,1.708333333,0,1.708333333,0,0,0,0,0,0,0,0,49.99
ILYA.KOVALCHUK,20112012,351.45,9,9,5,14,23,18,1.54,1.54,0.85,2.39,3.93,3.07,164,28,5.49,116,19.8,7.76,79,13.49,11.39,6.41,1.09,5.52,11,1.88,1,6,31,2,3,4,11,26.67,3,0,-3,0,2,40.17
ILYA.KOVALCHUK,20122013,308.0979167,1.708333333,5.125,11.95833333,17.08333333,18.79166667,6.833333333,0.33,1,2.33,3.33,3.66,1.33,138.375,26.95,1.23,104.2083333,20.29,1.64,71.75,13.97,2.38,5.17625,1.01,4.97,10.25,2,0,3.416666667,13.66666667,1.708333333,5.125,1.708333333,0,100,5.125,0,-5.125,0,0,44.99
JACCOB.SLAVIN,20152016,64.87,0,4,0,4,4,4,0,3.7,0,3.7,3.7,3.7,16,14.8,0,11,10.17,0,6,5.55,0,0.54,0.5,4.95,1,0.92,0,1,0,0,2,0,0,0,0,0,0,0,0,43.89
JACK.EICHEL,20152016,224.67,7,9,4,13,20,16,1.87,2.4,1.07,3.47,5.34,4.27,80,21.36,8.75,54,14.42,12.96,39,10.42,17.95,2.73,0.73,5.05,4,1.07,2,7,12,3,2,14,29,32.56,2,3,1,1,0,36.84
JACK.JOHNSON,20112012,302.09,0,5,2,7,7,5,0,0.99,0.4,1.39,1.39,0.99,100,19.86,0,64,12.71,0,42,8.34,0,3.16,0.63,4.94,5,0.99,7,10,10,1,7,0,0,0,3,1,-2,1,1,43.99
JACK.JOHNSON,20122013,266.3633333,5.125,1.708333333,6.833333333,8.541666667,13.66666667,6.833333333,1.15,0.38,1.54,1.92,3.08,1.54,80.29166667,18.09,6.38,61.5,13.85,8.33,42.70833333,9.62,12,3.040833333,0.69,4.96,5.125,1.15,3.416666667,8.541666667,6.833333333,1.708333333,1.708333333,0,0,0,0,0,0,0,0,39.99
JACK.JOHNSON,20132014,260.47,4,3,8,11,15,7,0.92,0.69,1.84,2.53,3.46,1.61,80,18.43,5,57,13.13,7.02,37,8.52,10.81,3.4,0.78,5.96,6,1.38,8,6,7,0,2,0,1,0,0,0,0,1,0,39
JACK.JOHNSON,20142015,213.63,3,6,10,16,19,9,0.84,1.69,2.81,4.49,5.34,2.53,56,15.73,5.36,43,12.08,6.98,31,8.71,9.68,2.96,0.83,6.88,9,2.53,6,5,2,0,3,0,0,0,0,0,0,3,1,37.67
JACK.JOHNSON,20152016,142.92,3,0,2,2,5,3,1.26,0,0.84,0.84,2.1,1.26,43,18.05,6.98,25,10.5,12,14,5.88,21.43,1.61,0.68,6.45,5,2.1,1,0,3,0,1,0,0,0,0,0,0,0,0,43.36
JACOB.JOSEFSON,20142015,38.7,0,0,2,2,2,0,0,0,3.1,3.1,3.1,0,3,4.65,0,2,3.1,0,2,3.1,0,0.21,0.33,10.69,2,3.1,0,5,3,0,0,10,11,47.62,1,0,-1,0,0,19.37
JACOB.JOSEFSON,20152016,142.74,3,1,6,7,10,4,1.26,0.42,2.52,2.94,4.2,1.68,36,15.13,8.33,28,11.77,10.71,19,7.99,15.79,2.48,1.04,8.87,8,3.36,3,8,3,1,1,52,38,57.78,0,0,0,0,1,32.54
JACOB.TROUBA,20132014,144.13,0,2,1,3,3,2,0,0.83,0.42,1.25,1.25,0.83,48,19.98,0,32,13.32,0,19,7.91,0,1.91,0.8,5.98,4,1.67,3,6,6,5,2,0,0,0,3,0,-3,1,0,44.81
JACOB.TROUBA,20142015,136.7,1,2,2,4,5,3,0.44,0.88,0.88,1.76,2.19,1.32,50,21.95,2,30,13.17,3.33,20,8.78,5,1.66,0.73,5.52,4,1.76,4,4,4,4,1,0,0,0,1,0,-1,1,4,44.72
JACOB.TROUBA,20152016,122.14,0,3,1,4,4,3,0,1.47,0.49,1.96,1.96,1.47,36,17.68,0,21,10.32,0,17,8.35,0,1.11,0.55,5.3,2,0.98,0,4,2,3,1,0,0,0,2,0,-2,1,1,45.63
JADEN.SCHWARTZ,20132014,148.43,5,2,3,5,10,7,2.02,0.81,1.21,2.02,4.04,2.83,36,14.55,13.89,30,12.13,16.67,24,9.7,20.83,3.38,1.36,11.25,17,6.87,4,7,2,1,0,6,5,54.55,0,0,0,2,0,23.66
JADEN.SCHWARTZ,20142015,175.15,7,4,4,8,15,11,2.4,1.37,1.37,2.74,5.14,3.77,42,14.39,16.67,32,10.96,21.88,27,9.25,25.93,3.58,1.23,11.18,15,5.14,2,6,5,2,0,21,14,60,0,0,0,2,0,26.67
JADEN.SCHWARTZ,20152016,74.87,1,3,1,4,5,4,0.8,2.4,0.8,3.21,4.01,3.21,18,14.43,5.56,16,12.82,6.25,11,8.82,9.09,1.38,1.1,8.61,5,4.01,1,2,2,0,0,1,2,33.33,0,0,0,0,0,32.68
JAKE.GARDINER,20112012,154.23,1,2,2,4,5,3,0.39,0.78,0.78,1.56,1.95,1.17,25,9.73,4,16,6.22,6.25,12,4.67,8.33,0.93,0.36,5.78,2,0.78,2,5,4,2,1,0,0,0,1,0,-1,0,2,44.81
JAKE.GARDINER,20122013,52.15541667,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,1.97,0,1.97,1.97,1.97,13.66666667,15.72,0,11.95833333,13.76,0,5.125,5.9,0,0.35875,0.41,3.01,0,0,0,1.708333333,1.708333333,0,1.708333333,0,0,0,0,0,0,0,0,48.59
JAKE.GARDINER,20132014,186.11,2,5,2,7,9,7,0.64,1.61,0.64,2.26,2.9,2.26,58,18.7,3.45,41,13.22,4.88,30,9.67,6.67,2.08,0.67,5.08,3,0.97,4,8,5,4,1,0,0,0,1,0,-1,0,1,37.62
JAKE.GARDINER,20142015,200.67,0,1,7,8,8,1,0,0.3,2.09,2.39,2.39,0.3,43,12.86,0,25,7.47,0,19,5.68,0,1.24,0.37,4.96,2,0.6,2,4,7,2,2,0,0,0,0,0,0,0,1,44.33
JAKE.GARDINER,20152016,186.1,0,4,5,9,9,4,0,1.29,1.61,2.9,2.9,1.29,59,19.02,0,37,11.93,0,17,5.48,0,1.8,0.58,4.87,2,0.64,2,10,7,1,4,0,0,0,3,0,-3,1,0,48.98
JAKE.MUZZIN,20122013,176.0779167,5.125,5.125,1.708333333,6.833333333,11.95833333,10.25,1.75,1.75,0.58,2.33,4.07,3.49,63.20833333,21.54,8.11,49.54166667,16.88,10.34,41,13.97,12.5,2.665,0.91,5.36,5.125,1.75,5.125,0,6.833333333,0,1.708333333,0,0,0,0,0,0,1.708333333,1.708333333,42.33
JAKE.MUZZIN,20132014,190.43,1,2,2,4,5,3,0.32,0.63,0.63,1.26,1.58,0.95,79,24.89,1.27,47,14.81,2.13,36,11.34,2.78,2.36,0.74,5.02,5,1.58,3,7,5,2,1,0,0,0,3,0,-3,0,3,42.95
JAKE.MUZZIN,20142015,194.16,4,1,7,8,12,5,1.24,0.31,2.16,2.47,3.71,1.55,87,26.89,4.6,60,18.54,6.67,44,13.6,9.09,3.22,0.99,5.36,9,2.78,3,6,4,1,2,0,0,0,0,0,0,2,1,43.12
JAKE.MUZZIN,20152016,194.65,1,7,5,12,13,8,0.31,2.16,1.54,3.7,4.01,2.47,89,27.43,1.12,60,18.49,1.67,39,12.02,2.56,2.96,0.91,4.93,3,0.92,5,6,3,0,4,0,0,0,2,0,-2,1,0,43.85
JAKE.VIRTANEN,20152016,57.61,1,0,0,0,1,1,1.04,0,0,0,1.04,1.04,8,8.33,12.5,6,6.25,16.67,5,5.21,20,0.57,0.59,9.51,3,3.12,1,1,3,1,0,0,0,0,2,0,-2,0,0,21.43
JAKOB.SILFVERBERG,20122013,148.26625,3.416666667,1.708333333,0,1.708333333,5.125,5.125,1.38,0.69,0,0.69,2.07,2.07,42.70833333,17.28,8,32.45833333,13.14,10.53,23.91666667,9.68,14.29,3.69,1.49,11.35,15.375,6.22,5.125,20.5,10.25,0,0,0,1.708333333,0,1.708333333,0,-1.708333333,1.708333333,0,24.38
JAKOB.SILFVERBERG,20132014,70.77,1,0,0,0,1,1,0.85,0,0,0,0.85,0.85,26,22.04,3.85,21,17.8,4.76,18,15.26,5.56,2.81,2.38,13.38,10,8.48,0,2,3,2,0,0,2,0,0,0,0,2,1,24.41
JAKOB.SILFVERBERG,20142015,54.32,2,2,0,2,4,4,2.21,2.21,0,2.21,4.42,4.42,8,8.84,25,7,7.73,28.57,6,6.63,33.33,0.49,0.55,7.05,2,2.21,0,1,2,0,0,0,2,0,1,0,-1,0,0,28.79
JAKOB.SILFVERBERG,20152016,75.53,2,1,1,2,4,3,1.59,0.79,0.79,1.59,3.18,2.38,25,19.86,8,21,16.68,9.52,16,12.71,12.5,2.13,1.69,10.15,9,7.15,1,2,1,0,0,1,2,33.33,0,0,0,1,0,28.47
JAKUB.KINDL,20112012,37.26,0,1,0,1,1,1,0,1.61,0,1.61,1.61,1.61,14,22.54,0,8,12.88,0,7,11.27,0,0.33,0.54,4.19,0,0,0,1,1,0,0,0,0,0,3,0,-3,0,0,53.47
JAKUB.KINDL,20122013,186.96,1.708333333,1.708333333,1.708333333,3.416666667,5.125,3.416666667,0.55,0.55,0.55,1.1,1.64,1.1,71.75,23.03,2.38,44.41666667,14.25,3.85,32.45833333,10.42,5.26,2.1525,0.69,4.83,6.833333333,2.19,6.833333333,1.708333333,8.541666667,0,1.708333333,0,0,0,0,0,0,0,0,48.68
JAKUB.KINDL,20132014,134.78,0,1,6,7,7,1,0,0.45,2.67,3.12,3.12,0.45,56,24.93,0,41,18.25,0,28,12.46,0,1.72,0.76,4.19,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,50.99
