Player,Season,GP,TOI,CF,CA,CF60,CA60,CF%,CSh%,CSv%,FF,FA,FF60,FA60,FF%,FSh%,FSv%,SF,SA,SF60,SA60,SF%,Sh%,Sv%,xGF,xGA,xGF60,xGA60,xGF%,xFSh%,xFSv%,Adj.FSv%,SCF,SCA,SCF60,SCA60,SCF%,PDO,xPDO,GF,GA,GF60,GA60,GF%,FO%,PENDIFF
RADIM.VRBATA,20152016,63,765.52,653,738,51.18,57.84,46.94,3.06,94.85,506,566,39.66,44.36,47.2,3.95,93.29,383,417,30.02,32.68,47.88,5.22,90.89,27.94,36.87,2.19,2.89,43.11,5.52,93.49,-0.2,99,135,7.76,10.58,42.31,96.11,99.01,20,38,1.57,2.98,34.48,43.82,-5
RADKO.GUDAS,20122013,37.58333333,576.9554167,599.625,507.375,62.36,52.76,54.17,4.27,95.62,451,396.3333333,46.9,41.22,53.23,5.68,94.4,310.9166667,275.0416667,32.33,28.6,53.06,8.24,91.93,13.88,11.92,2.47,2.12,53.8,5.26,94.86,-0.47,75.16666667,64.91666667,7.82,6.75,53.66,100.17,100.12,25.625,22.20833333,2.66,2.31,53.57,55.89,-13.66666667
RADKO.GUDAS,20132014,73,1125.33,1064,1106,56.73,58.97,49.03,4.32,95.93,796,837,42.44,44.63,48.74,5.78,94.62,573,593,30.55,31.62,49.14,8.03,92.41,43.31,49.56,2.31,2.64,46.63,5.44,94.08,0.54,137,161,7.3,8.58,45.97,100.44,99.52,46,45,2.45,2.4,50.55,48.69,-1
RADKO.GUDAS,20142015,31,468.05,498,453,63.84,58.07,52.37,3.21,95.58,383,329,49.1,42.17,53.79,4.18,93.92,271,239,34.74,30.64,53.14,5.9,91.63,21.8,18.63,2.79,2.39,53.92,5.69,94.34,-0.42,67,63,8.59,8.08,51.54,97.54,100.03,16,20,2.05,2.56,44.44,50.48,0
RADKO.GUDAS,20152016,76,1205.32,1297,1112,64.56,55.35,53.84,2.93,96.04,923,805,45.95,40.07,53.41,4.12,94.53,654,598,32.56,29.77,52.24,5.81,92.64,48.46,48.55,2.41,2.42,49.95,5.25,93.97,0.57,168,164,8.36,8.16,50.6,98.45,99.22,38,44,1.89,2.19,46.34,50.4,-14
RAFFI.TORRES,20112012,79,811.17,767,724,56.73,53.55,51.44,4.04,95.99,562,570,41.57,42.16,49.65,5.52,94.91,400,400,29.59,29.59,50,7.75,92.75,29.22,34.08,2.16,2.52,46.16,5.2,94.02,0.89,94,128,6.95,9.47,42.34,100.5,99.22,31,29,2.29,2.15,51.67,44.79,4
RAFFI.TORRES,20122013,66.625,787.9345833,789.25,753.375,60.1,57.37,51.16,4.11,95.69,587.6666667,572.2916667,44.75,43.58,50.66,5.52,94.33,401.4583333,413.4166667,30.57,31.48,49.27,8.09,92.15,18.22,19.16,2.37,2.49,48.74,5.3,94.28,0.05,88.83333333,99.08333333,6.76,7.55,47.27,100.23,99.58,32.45833333,32.45833333,2.47,2.47,50,49.1,20.5
RANDY.JONES,20112012,39,497.39,427,448,51.51,54.04,48.8,5.85,95.54,317,325,38.24,39.2,49.38,7.89,93.85,216,233,26.06,28.11,48.11,11.57,91.42,19.03,18.91,2.3,2.28,50.15,6,94.18,-0.33,64,68,7.72,8.2,48.48,102.99,100.18,25,20,3.02,2.41,55.56,46.41,1
RAPHAEL.DIAZ,20112012,59,825.59,768,829,55.81,60.25,48.09,3.12,96.38,538,587,39.1,42.66,47.82,4.46,94.89,375,429,27.25,31.18,46.64,6.4,93.01,31.67,34.46,2.3,2.5,47.89,5.89,94.13,0.76,109,118,7.92,8.58,48.02,99.41,100.02,24,30,1.74,2.18,44.44,48.42,1
RAPHAEL.DIAZ,20122013,39.29166667,530.0104167,481.75,531.2916667,54.54,60.15,47.55,3.55,98.07,362.1666667,362.1666667,41,41,50,4.72,97.17,256.25,237.4583333,29.01,26.88,51.9,6.67,95.68,11.42,10.53,2.21,2.04,52.03,5.39,95.03,2.14,70.04166667,49.54166667,7.93,5.61,58.57,102.35,100.42,17.08333333,10.25,1.93,1.16,62.5,45.65,-1.708333333
RAPHAEL.DIAZ,20132014,63,841.89,775,782,55.23,55.73,49.78,2.71,96.93,577,506,41.12,36.06,53.28,3.64,95.26,391,353,27.87,25.16,52.55,5.37,93.2,30.61,30.64,2.18,2.18,49.97,5.31,93.94,1.31,101,107,7.2,7.63,48.56,98.57,99.25,21,24,1.5,1.71,46.67,49.19,1
RAPHAEL.DIAZ,20142015,56,602.58,487,573,48.49,57.05,45.94,4.11,96.34,345,367,34.35,36.54,48.46,5.8,94.28,242,264,24.1,26.29,47.83,8.26,92.05,20.45,21.2,2.04,2.11,49.1,5.93,94.22,0.05,75,69,7.47,6.87,52.08,100.31,100.15,20,21,1.99,2.09,48.78,46.29,3
RASMUS.RISSANEN,20142015,6,80.92,73,74,54.13,54.87,49.66,0,93.24,49,58,36.33,43.01,45.79,0,91.38,37,41,27.43,30.4,47.44,0,87.8,4.13,3.21,3.06,2.38,56.23,8.42,94.46,-3.08,16,14,11.86,10.38,53.33,87.8,102.88,0,5,0,3.71,0,48.15,2
RASMUS.RISTOLAINEN,20132014,34,516.49,390,563,45.31,65.4,40.92,3.33,95.56,296,429,34.39,49.84,40.83,4.39,94.17,235,300,27.3,34.85,43.93,5.53,91.67,16.1,27.05,1.87,3.14,37.31,5.44,93.7,0.48,56,87,6.51,10.11,39.16,97.2,99.13,13,25,1.51,2.9,34.21,45.86,-7
RASMUS.RISTOLAINEN,20142015,78,1262.35,872,1491,41.45,70.87,36.9,3.1,96.38,677,1089,32.18,51.76,38.34,3.99,95.04,514,779,24.43,37.03,39.75,5.25,93.07,39.62,64,1.88,3.04,38.23,5.85,94.12,0.92,141,205,6.7,9.74,40.75,98.32,99.97,27,54,1.28,2.57,33.33,43.61,2
RASMUS.RISTOLAINEN,20152016,82,1476.37,1220,1474,49.58,59.9,45.29,3.61,95.93,902,1112,36.66,45.19,44.79,4.88,94.6,672,776,27.31,31.54,46.41,6.55,92.27,50.05,58.21,2.03,2.37,46.23,5.55,94.76,-0.16,178,183,7.23,7.44,49.31,98.82,100.31,44,60,1.79,2.44,42.31,49.05,12
RAY.WHITNEY,20112012,82,1133.74,1163,1018,61.55,53.87,53.32,5.25,96.86,881,768,46.62,40.64,53.43,6.92,95.83,623,538,32.97,28.47,53.66,9.79,94.05,52.86,45.09,2.8,2.39,53.97,6,94.13,1.7,188,157,9.95,8.31,54.49,103.84,100.13,61,32,3.23,1.69,65.59,49.39,4
RAY.WHITNEY,20122013,54.66666667,793.8283333,765.3333333,734.5833333,57.85,55.52,51.03,5.36,96.05,550.0833333,527.875,41.58,39.9,51.03,7.45,94.5,382.6666667,363.875,28.92,27.5,51.26,10.71,92.02,19.98,19.57,2.58,2.53,50.52,6.21,93.67,0.83,114.4583333,109.3333333,8.65,8.26,51.15,102.73,99.87,41,29.04166667,3.1,2.2,58.54,47.35,11.95833333
RAY.WHITNEY,20132014,69,731.56,666,660,54.62,54.13,50.23,3,96.21,497,489,40.76,40.11,50.41,4.02,94.89,345,348,28.3,28.54,49.78,5.8,92.82,28.73,31.63,2.36,2.59,47.59,5.78,93.53,1.36,93,115,7.63,9.43,44.71,98.61,99.31,20,25,1.64,2.05,44.44,49.93,-1
REID.BOUCHER,20132014,23,233.98,211,159,54.11,40.77,57.03,4.27,95.6,147,129,37.7,33.08,53.26,6.12,94.57,97,104,24.87,26.67,48.26,9.28,93.27,8.67,6.76,2.22,1.73,56.17,5.9,94.76,-0.18,22,20,5.64,5.13,52.38,102.55,100.65,9,7,2.31,1.8,56.25,46.93,-12
REID.BOUCHER,20142015,11,119.07,106,98,53.41,49.38,51.96,2.83,93.88,78,79,39.3,39.81,49.68,3.85,92.41,48,65,24.19,32.75,42.48,6.25,90.77,4.27,4.95,2.15,2.49,46.34,5.48,93.74,-1.33,13,17,6.55,8.57,43.33,97.02,99.21,3,6,1.51,3.02,33.33,44.83,-1
REID.BOUCHER,20152016,39,466.26,353,453,45.43,58.29,43.8,3.68,95.14,270,338,34.74,43.5,44.41,4.81,93.49,187,258,24.06,33.2,42.02,6.95,91.47,15.96,19.48,2.05,2.51,45.02,5.91,94.24,-0.75,54,68,6.95,8.75,44.26,98.42,100.15,13,22,1.67,2.83,37.14,46.99,-1
REILLY.SMITH,20122013,63.20833333,585.8558333,567.1666667,474.9166667,58.09,48.64,54.43,3.01,96.4,375.8333333,379.25,38.49,38.84,49.77,4.55,95.5,263.0833333,273.3333333,26.94,27.99,49.04,6.49,93.75,14.48,14.22,2.53,2.49,50.45,6.58,93.59,1.9,92.25,70.04166667,9.45,7.17,56.84,100.24,100.18,17.08333333,17.08333333,1.75,1.75,50,45.34,-18.79166667
REILLY.SMITH,20132014,82,1025.79,1076,762,62.94,44.57,58.54,5.11,96.06,803,582,46.97,34.04,57.98,6.85,94.85,575,436,33.63,25.5,56.87,9.57,93.12,44.03,30.79,2.58,1.8,58.85,5.48,94.71,0.14,149,108,8.72,6.32,57.98,102.68,100.19,55,30,3.22,1.75,64.71,54.95,-3
REILLY.SMITH,20142015,81,1047.96,1070,876,61.26,50.15,54.98,4.3,95.43,778,660,44.54,37.79,54.1,5.91,93.94,579,474,33.15,27.14,54.99,7.94,91.56,42.7,35.43,2.44,2.03,54.65,5.49,94.63,-0.69,126,100,7.21,5.73,55.75,99.51,100.12,46,40,2.63,2.29,53.49,56.88,0
REILLY.SMITH,20152016,82,1035.65,919,844,53.24,48.9,52.13,5.22,96.8,704,679,40.79,39.34,50.9,6.82,96.02,525,485,30.42,28.1,51.98,9.14,94.43,41.61,41.11,2.41,2.38,50.3,5.91,93.95,2.08,139,141,8.05,8.17,49.64,103.58,99.86,48,27,2.78,1.56,64,48.22,2
RENE.BOURQUE,20112012,76,950.71,782,939,49.35,59.26,45.44,3.58,95.42,555,704,35.03,44.43,44.08,5.05,93.89,410,503,25.88,31.74,44.91,6.83,91.45,31.96,36.67,2.02,2.31,46.57,5.76,94.79,-0.9,97,112,6.12,7.07,46.41,98.28,100.55,28,43,1.77,2.71,39.44,46.64,-11
RENE.BOURQUE,20122013,46.125,570.56625,531.2916667,541.5416667,55.87,56.95,49.52,2.89,96.53,382.6666667,391.2083333,40.24,41.14,49.45,4.02,95.2,261.375,288.7083333,27.49,30.36,47.52,5.88,93.49,13.47,13.11,2.42,2.36,50.66,6.01,94.27,0.92,87.125,82,9.16,8.62,51.52,99.37,100.28,15.375,18.79166667,1.62,1.98,45,47.43,0
RENE.BOURQUE,20132014,63,780.81,672,810,51.64,62.24,45.34,2.98,97.53,494,576,37.96,44.26,46.17,4.05,96.53,339,406,26.05,31.2,45.5,5.9,95.07,27.98,34.47,2.15,2.65,44.81,5.66,94.02,2.51,93,108,7.15,8.3,46.27,100.97,99.68,20,20,1.54,1.54,50,48.7,4
RENE.BOURQUE,20142015,51,572.65,542,581,56.79,60.87,48.26,3.32,94.49,399,439,41.81,46,47.61,4.51,92.71,266,324,27.87,33.95,45.08,6.77,90.12,22.86,28.15,2.4,2.95,44.82,5.73,93.59,-0.88,77,105,8.07,11,42.31,96.89,99.32,18,32,1.89,3.35,36,52.5,-10
RENE.BOURQUE,20152016,49,487.76,396,448,48.71,55.11,46.92,3.54,95.31,297,319,36.53,39.24,48.21,4.71,93.42,213,237,26.2,29.15,47.33,6.57,91.14,18.98,18.72,2.33,2.3,50.35,6.39,94.13,-0.72,68,60,8.36,7.38,53.12,97.71,100.52,14,21,1.72,2.58,40,49.37,-16
RHETT.RAKHSHANI,20112012,5,56.14,40,78,42.75,83.36,33.9,0,100,33,54,35.27,57.71,37.93,0,100,15,37,16.03,39.54,28.85,0,100,2.7,1.99,2.89,2.13,57.56,8.19,96.31,3.69,10,4,10.69,4.28,71.43,100,104.5,0,0,0,0,0,49.02,1
RICHARD.PANIK,20122013,42.70833333,430.2095833,410,408.2916667,57.18,56.94,50.1,4.58,94.98,285.2916667,312.625,39.79,43.6,47.71,6.59,93.44,203.2916667,227.2083333,28.35,31.69,47.22,9.24,90.98,10.66,10.45,2.54,2.49,50.5,6.38,94.29,-0.85,63.20833333,49.54166667,8.82,6.91,56.06,100.22,100.67,18.79166667,20.5,2.62,2.86,47.83,52.94,0
RICHARD.PANIK,20132014,50,544.26,452,483,49.83,53.25,48.34,2.65,95.45,330,367,36.38,40.46,47.35,3.64,94.01,243,256,26.79,28.22,48.7,4.94,91.41,16.31,18.95,1.8,2.09,46.24,4.94,94.84,-0.83,43,62,4.74,6.83,40.95,96.34,99.78,12,22,1.32,2.43,35.29,53.63,-5
RICHARD.PANIK,20142015,76,756.38,645,707,51.16,56.08,47.71,3.41,96.04,472,519,37.44,41.17,47.63,4.66,94.61,331,343,26.26,27.21,49.11,6.65,91.84,28.01,29.74,2.22,2.36,48.51,5.93,94.27,0.33,94,88,7.46,6.98,51.65,98.48,100.21,22,28,1.75,2.22,44,47.24,16
RICHARD.PANIK,20152016,30,308.33,285,287,55.46,55.85,49.83,4.21,97.56,218,207,42.42,40.28,51.29,5.5,96.62,150,156,29.19,30.36,49.02,8,95.51,11.53,13.75,2.24,2.67,45.62,5.29,93.36,3.26,37,48,7.2,9.34,43.53,103.51,98.65,12,7,2.34,1.36,63.16,50.75,4
RICHARD.PARK,20112012,54,521.35,474,453,54.55,52.13,51.13,3.8,96.03,362,334,41.66,38.44,52.01,4.97,94.61,259,243,29.81,27.97,51.59,6.95,92.59,19.16,20.78,2.21,2.39,47.98,5.29,93.78,0.83,53,72,6.1,8.29,42.4,99.54,99.07,18,18,2.07,2.07,50,52.94,0
RICH.CLUNE,20122013,80.29166667,731.7475,574,638.9166667,47.07,52.39,47.32,3.87,97.06,439.0416667,483.4583333,36,39.64,47.59,5.06,96.11,334.8333333,355.3333333,27.45,29.14,48.51,6.63,94.71,17.53,15.75,2.46,2.21,52.68,6.82,94.44,1.68,104.2083333,85.41666667,8.54,7,54.95,101.34,101.26,22.20833333,18.79166667,1.82,1.54,54.17,47.92,-23.91666667
RICH.CLUNE,20132014,58,469.45,334,375,42.69,47.93,47.11,2.99,95.47,246,283,31.44,36.17,46.5,4.07,93.99,176,211,22.49,26.97,45.48,5.68,91.94,12.78,13.89,1.63,1.78,47.92,5.2,95.09,-1.1,33,36,4.22,4.6,47.83,97.62,100.29,10,17,1.28,2.17,37.04,57.11,-6
RICH.CLUNE,20152016,19,147.07,127,109,51.81,44.47,53.81,3.94,96.33,86,86,35.09,35.09,50,5.81,95.35,66,56,26.93,22.85,54.1,7.58,92.86,4.75,4.29,1.94,1.75,52.5,5.52,95.01,0.34,18,16,7.34,6.53,52.94,100.43,100.53,5,4,2.04,1.63,55.56,41.96,-6
RICH.PEVERLEY,20112012,57,664.29,672,632,60.7,57.08,51.53,5.06,96.99,488,491,44.08,44.35,49.85,6.97,96.13,356,360,32.15,32.52,49.72,9.55,94.72,26.16,26.94,2.36,2.43,49.27,5.36,94.51,1.62,88,84,7.95,7.59,51.16,104.27,99.87,34,19,3.07,1.72,64.15,57.49,6
RICH.PEVERLEY,20122013,80.29166667,878.4079167,809.75,772.1666667,55.31,52.74,51.19,2.11,95.58,580.8333333,575.7083333,39.67,39.32,50.22,2.94,94.07,428.7916667,418.5416667,29.29,28.59,50.6,3.98,91.84,17.95,20.82,2.09,2.43,46.3,5.28,93.82,0.24,93.95833333,128.125,6.42,8.75,42.31,95.82,99.1,17.08333333,34.16666667,1.17,2.33,33.33,60.69,-22.20833333
RICH.PEVERLEY,20132014,62,704.24,687,698,58.53,59.47,49.6,4.08,96.28,531,517,45.24,44.05,50.67,5.27,94.97,377,359,32.12,30.59,51.22,7.43,92.76,31.92,32.88,2.72,2.8,49.26,6.01,93.64,1.33,100,113,8.52,9.63,46.95,100.18,99.65,28,26,2.39,2.22,51.85,55.51,-2
RICKARD.RAKELL,20132014,18,197.18,197,157,59.95,47.77,55.65,2.03,94.9,156,117,47.47,35.6,57.14,2.56,93.16,105,77,31.95,23.43,57.69,3.81,89.61,11.12,5.94,3.38,1.81,65.2,7.13,94.93,-1.76,40,18,12.17,5.48,68.97,93.42,102.05,4,8,1.22,2.43,33.33,47.83,2
RICKARD.RAKELL,20142015,71,773.99,770,679,59.69,52.64,53.14,4.16,96.17,589,520,45.66,40.31,53.11,5.43,95,418,374,32.4,28.99,52.78,7.66,93.05,33.79,30.2,2.62,2.34,52.8,5.74,94.19,0.81,104,99,8.06,7.67,51.23,100.7,99.93,32,26,2.48,2.02,55.17,46.51,-5
RICKARD.RAKELL,20152016,72,927.11,896,792,57.99,51.26,53.08,4.8,95.33,704,584,45.56,37.79,54.66,6.11,93.66,497,423,32.16,27.38,54.02,8.65,91.25,40.42,35.94,2.62,2.33,52.94,5.74,93.85,-0.18,138,127,8.93,8.22,52.08,99.9,99.59,43,37,2.78,2.39,53.75,45.59,-4
RICK.NASH,20112012,82,1115.29,1033,1156,55.57,62.19,47.19,4.55,95.24,779,909,41.91,48.9,46.15,6.03,93.95,581,697,31.26,37.5,45.46,8.09,92.11,46.43,51.38,2.5,2.76,47.47,5.96,94.35,-0.4,149,164,8.02,8.82,47.6,100.2,100.31,47,55,2.53,2.96,46.08,50.45,26
RICK.NASH,20122013,75.16666667,1138.023333,1250.5,999.375,65.93,52.69,55.58,5.33,96.92,943,715.7916667,49.72,37.74,56.85,7.07,95.7,712.375,527.875,37.56,27.83,57.44,9.35,94.17,35.16,26.94,3.17,2.43,56.62,6.37,93.57,2.13,208.4166667,172.5416667,10.99,9.1,54.71,103.53,99.94,66.625,30.75,3.51,1.62,68.42,49.27,0
RICK.NASH,20132014,65,840.43,956,808,68.25,57.68,54.2,3.87,96.78,731,616,52.19,43.98,54.27,5.06,95.78,529,454,37.77,32.41,53.81,6.99,94.27,43.79,35.62,3.13,2.54,55.14,5.99,94.22,1.56,159,124,11.35,8.85,56.18,101.27,100.21,37,26,2.64,1.86,58.73,45.49,1
RICK.NASH,20142015,79,991.64,969,944,58.63,57.12,50.65,6.09,96.29,745,712,45.08,43.08,51.13,7.92,95.08,572,495,34.61,29.95,53.61,10.31,92.93,48.92,43.21,2.96,2.61,53.1,6.57,93.93,1.15,185,149,11.19,9.02,55.39,103.24,100.5,59,35,3.57,2.12,62.77,44.93,-3
RICK.NASH,20152016,60,749.83,695,777,55.61,62.17,47.21,5.04,96.65,513,564,41.05,45.13,47.63,6.82,95.39,351,399,28.09,31.93,46.8,9.97,93.48,32.34,37.19,2.59,2.98,46.51,6.3,93.41,1.98,114,140,9.12,11.2,44.88,103.46,99.71,35,26,2.8,2.08,57.38,49.83,7
RILEY.NASH,20122013,54.66666667,622.4141667,628.6666667,591.0833333,60.6,56.98,51.54,3.26,95.38,456.125,456.125,43.97,43.97,50,4.49,94.01,298.9583333,309.2083333,28.82,29.81,49.16,6.86,91.16,14.79,16.74,2.44,2.76,46.91,5.54,93.73,0.28,76.875,104.2083333,7.41,10.05,42.45,98.02,99.27,20.5,27.33333333,1.98,2.63,42.86,45.02,17.08333333
RILEY.NASH,20132014,73,769.7,724,707,56.44,55.11,50.59,4.01,96.18,534,540,41.63,42.09,49.72,5.43,95,404,395,31.49,30.79,50.56,7.18,93.16,32.7,32.32,2.55,2.52,50.29,6.12,94.01,0.99,105,102,8.19,7.95,50.72,100.34,100.14,29,27,2.26,2.1,51.79,46.84,15
RILEY.NASH,20142015,68,831.13,781,704,56.38,50.82,52.59,3.33,95.45,555,518,40.07,37.39,51.72,4.68,93.82,397,364,28.66,26.28,52.17,6.55,91.21,34.91,31.05,2.52,2.24,52.93,6.29,94.01,-0.18,113,107,8.16,7.72,51.36,97.76,100.3,26,32,1.88,2.31,44.83,50,18
RILEY.NASH,20152016,64,678.19,593,551,52.46,48.75,51.84,3.37,95.83,422,415,37.33,36.72,50.42,4.74,94.46,290,283,25.66,25.04,50.61,6.9,91.87,28.33,26.18,2.51,2.32,51.97,6.71,93.69,0.77,105,97,9.29,8.58,51.98,98.77,100.4,20,23,1.77,2.03,46.51,52.9,6
RILEY.SHEAHAN,20132014,42,480.64,483,374,60.29,46.69,56.36,5.8,95.45,363,280,45.31,34.95,56.45,7.71,93.93,261,222,32.58,27.71,54.04,10.73,92.34,20.27,19.71,2.53,2.46,50.7,5.58,92.96,0.97,64,75,7.99,9.36,46.04,103.07,98.54,28,17,3.5,2.12,62.22,47.39,2
RILEY.SHEAHAN,20142015,79,923.97,851,691,55.26,44.87,55.19,3.76,95.51,635,537,41.24,34.87,54.18,5.04,94.23,465,398,30.2,25.84,53.88,6.88,92.21,40.96,31.53,2.66,2.05,56.5,6.45,94.13,0.1,148,100,9.61,6.49,59.68,99.09,100.58,32,31,2.08,2.01,50.79,50.56,-10
RILEY.SHEAHAN,20152016,81,912.75,808,765,53.11,50.29,51.37,3.59,95.03,611,613,40.16,40.3,49.92,4.75,93.8,437,471,28.73,30.96,48.13,6.64,91.93,36.89,36.43,2.42,2.39,50.32,6.04,94.06,-0.26,132,123,8.68,8.09,51.76,98.57,100.1,29,38,1.91,2.5,43.28,48.77,-2
RINAT.VALIEV,20152016,10,119.82,104,97,52.08,48.57,51.74,3.85,95.88,80,70,40.06,35.05,53.33,5,94.29,58,50,29.04,25.04,53.7,6.9,92,3.15,3,1.58,1.5,51.16,3.93,95.71,-1.42,8,9,4.01,4.51,47.06,98.9,99.64,4,4,2,2,50,50.44,4
R.J..UMBERGER,20142015,67,751.03,637,731,50.89,58.4,46.56,3.14,96.17,456,551,36.43,44.02,45.28,4.39,94.92,319,399,25.49,31.88,44.43,6.27,92.98,23.64,31.55,1.89,2.52,42.83,5.18,94.27,0.64,73,114,5.83,9.11,39.04,99.25,99.46,20,28,1.6,2.24,41.67,48.42,-5
R.J..UMBERGER,20152016,39,363.85,311,367,51.28,60.52,45.87,4.82,96.46,235,270,38.75,44.52,46.53,6.38,95.19,175,199,28.86,32.82,46.79,8.57,93.47,12.06,16.17,1.99,2.67,42.72,5.13,94.01,1.18,42,56,6.93,9.23,42.86,102.04,99.14,15,13,2.47,2.14,53.57,42.86,-13
RJ.UMBERGER,20112012,77,982.51,821,947,50.14,57.83,46.44,4.75,95.35,632,701,38.6,42.81,47.41,6.17,93.72,478,530,29.19,32.37,47.42,8.16,91.7,40.29,40.07,2.46,2.45,50.14,6.38,94.28,-0.56,139,128,8.49,7.82,52.06,99.86,100.66,39,44,2.38,2.69,46.99,49.68,18
RJ.UMBERGER,20122013,82,1109.938333,866.125,1095.041667,46.82,59.19,44.16,3.94,97.5,621.8333333,811.4583333,33.61,43.87,43.38,5.49,96.63,461.25,601.3333333,24.93,32.51,43.41,7.41,95.45,21.7,25.26,2,2.33,46.2,5.96,94.68,1.95,111.0416667,131.5416667,6,7.11,45.77,102.86,100.64,34.16666667,27.33333333,1.85,1.48,55.56,49.92,20.5
RJ.UMBERGER,20132014,74,889.33,750,866,50.6,58.43,46.41,4.4,95.61,571,652,38.52,43.99,46.69,5.78,94.17,420,495,28.34,33.4,45.9,7.86,92.32,31.8,36.11,2.15,2.44,46.83,5.57,94.46,-0.29,100,111,6.75,7.49,47.39,100.18,100.03,33,38,2.23,2.56,46.48,52.38,-2
ROBBY.FABBRI,20152016,72,815.24,805,735,59.25,54.09,52.27,4.47,95.51,592,550,43.57,40.48,51.84,6.08,94,447,411,32.9,30.25,52.1,8.05,91.97,36,33.87,2.65,2.49,51.52,6.08,93.84,0.16,128,113,9.42,8.32,53.11,100.02,99.92,36,33,2.65,2.43,52.17,53.33,-2
ROBERT.BORTUZZO,20112012,6,59.01,59,50,59.99,50.84,54.13,6.78,94,43,40,43.72,40.67,51.81,9.3,92.5,33,29,33.55,29.49,53.23,12.12,89.66,3.01,3.61,3.06,3.67,45.52,7.01,90.98,1.52,6,15,6.1,15.25,28.57,101.78,97.99,4,3,4.07,3.05,57.14,36.21,5
ROBERT.BORTUZZO,20122013,25.625,311.6170833,275.0416667,292.125,52.96,56.25,48.49,6.21,95.91,208.4166667,208.4166667,40.13,40.13,50,8.2,94.26,143.5,150.3333333,27.63,28.95,48.84,11.9,92.05,7.19,7.84,2.37,2.58,47.85,5.9,93.58,0.69,27.33333333,42.70833333,5.26,8.22,39.02,103.95,99.47,17.08333333,11.95833333,3.29,2.3,58.82,49.15,-18.79166667
ROBERT.BORTUZZO,20132014,54,727.67,591,710,48.73,58.54,45.43,4.23,95.77,436,507,35.95,41.8,46.24,5.73,94.08,323,356,26.63,29.35,47.57,7.74,91.57,25.63,24.96,2.11,2.06,50.66,5.88,95.08,-0.99,83,71,6.84,5.85,53.9,99.31,100.96,25,30,2.06,2.47,45.45,47.61,6
ROBERT.BORTUZZO,20142015,51,676.78,624,551,55.32,48.85,53.11,3.21,95.28,454,383,40.25,33.95,54.24,4.41,93.21,330,271,29.26,24.03,54.91,6.06,90.41,26.75,22.46,2.37,1.99,54.36,5.89,94.14,-0.93,77,69,6.83,6.12,52.74,96.47,100.03,20,26,1.77,2.31,43.48,48.5,-14
ROBERT.BORTUZZO,20152016,40,475.65,455,376,57.4,47.43,54.75,3.08,96.81,356,273,44.91,34.44,56.6,3.93,95.6,235,195,29.64,24.6,54.65,5.96,93.85,19.2,14.35,2.42,1.81,57.22,5.39,94.74,0.86,56,48,7.06,6.05,53.85,99.8,100.14,14,12,1.77,1.51,53.85,48.52,-13
ROB.KLINKHAMMER,20112012,15,148.49,164,118,66.27,47.68,58.16,2.44,96.61,118,92,47.68,37.17,56.19,3.39,95.65,82,66,33.13,26.67,55.41,4.88,93.94,7.24,4.61,2.92,1.86,61.11,6.13,94.99,0.66,23,14,9.29,5.66,62.16,98.82,101.13,4,4,1.62,1.62,50,42.74,-4
ROB.KLINKHAMMER,20122013,37.58333333,432.2595833,428.7916667,363.875,59.52,50.51,54.09,4.38,98.12,346.7916667,276.75,48.14,38.41,55.62,5.42,97.53,242.5833333,223.7916667,33.67,31.06,52.01,7.75,96.95,12.07,9.78,2.86,2.32,55.25,5.95,93.97,3.57,56.375,64.91666667,7.83,9.01,46.48,104.69,99.91,18.79166667,6.833333333,2.61,0.95,73.33,56.5,-5.125
ROB.KLINKHAMMER,20132014,72,781.44,773,667,59.35,51.21,53.68,3.62,96.4,579,515,44.46,39.54,52.93,4.84,95.34,419,366,32.17,28.1,53.38,6.68,93.44,30.85,30.45,2.37,2.34,50.33,5.33,94.09,1.25,94,103,7.22,7.91,47.72,100.13,99.42,28,24,2.15,1.84,53.85,53.55,-1
ROB.KLINKHAMMER,20142015,69,752.58,608,662,48.47,52.78,47.87,2.8,96.37,465,469,37.07,37.39,49.79,3.66,94.88,317,319,25.27,25.43,49.84,5.36,92.48,23.06,26.89,1.84,2.14,46.17,4.96,94.27,0.62,69,91,5.5,7.26,43.12,97.84,99.23,17,24,1.36,1.91,41.46,51.21,2
ROB.KLINKHAMMER,20152016,14,124.07,89,119,43.04,57.55,42.79,1.12,94.12,57,81,27.57,39.17,41.3,1.75,91.36,41,60,19.83,29.02,40.59,2.44,88.33,3.43,5.31,1.66,2.57,39.24,6.02,93.44,-2.08,10,19,4.84,9.19,34.48,90.77,99.46,1,7,0.48,3.39,12.5,56.36,2
ROB.SCUDERI,20112012,82,1362.5,1301,1157,57.29,50.95,52.93,3.07,95.85,985,919,43.38,40.47,51.73,4.06,94.78,687,636,30.25,28.01,51.93,5.82,92.45,55.86,52.36,2.46,2.31,51.61,5.67,94.3,0.47,179,153,7.88,6.74,53.92,98.28,99.97,40,48,1.76,2.11,45.45,51.01,-6
