Player,Season,GP,TOI,CF,CA,CF60,CA60,CF%,CSh%,CSv%,FF,FA,FF60,FA60,FF%,FSh%,FSv%,SF,SA,SF60,SA60,SF%,Sh%,Sv%,xGF,xGA,xGF60,xGA60,xGF%,xFSh%,xFSv%,Adj.FSv%,SCF,SCA,SCF60,SCA60,SCF%,PDO,xPDO,GF,GA,GF60,GA60,GF%,FO%,PENDIFF
BRIAN.CAMPBELL,20112012,82,1607.01,1502,1382,56.08,51.6,52.08,3,96.67,1144,1041,42.71,38.87,52.36,3.93,95.58,823,764,30.73,28.53,51.86,5.47,93.98,58.49,60.97,2.18,2.28,48.96,5.11,94.14,1.44,179,198,6.68,7.39,47.48,99.45,99.26,45,46,1.68,1.72,49.45,50.04,26
BRIAN.CAMPBELL,20122013,82,1569.7875,1441.833333,1351.291667,55.11,51.65,51.62,2.61,94.44,1081.375,1045.5,41.33,39.96,50.84,3.48,92.81,787.5416667,767.0416667,30.1,29.32,50.66,4.77,90.2,35.15,37.24,2.29,2.43,48.55,5.55,93.91,-1.1,169.125,222.0833333,6.46,8.49,43.23,94.97,99.47,37.58333333,75.16666667,1.44,2.87,33.33,47.66,27.33333333
BRIAN.CAMPBELL,20132014,82,1602.07,1467,1315,54.94,49.25,52.73,3.95,95.29,1134,1025,42.47,38.39,52.52,5.11,93.95,795,757,29.77,28.35,51.22,7.3,91.81,66.29,60.31,2.48,2.26,52.36,5.85,94.12,-0.17,199,192,7.45,7.19,50.9,99.11,99.96,58,62,2.17,2.32,48.33,47.96,23
BRIAN.CAMPBELL,20142015,82,1444.37,1357,1130,56.37,46.94,54.56,3.98,95.75,1027,882,42.66,36.64,53.8,5.26,94.56,789,634,32.78,26.34,55.45,6.84,92.43,56.18,49,2.33,2.04,53.41,5.47,94.44,0.11,152,142,6.31,5.9,51.7,99.27,99.91,54,48,2.24,1.99,52.94,48.1,26
BRIAN.CAMPBELL,20152016,82,1368.36,1189,1072,52.14,47.01,52.59,5.8,96.46,939,846,41.17,37.1,52.61,7.35,95.51,694,614,30.43,26.92,53.06,9.94,93.81,56.03,49.8,2.46,2.18,52.94,5.97,94.11,1.4,189,169,8.29,7.41,52.79,103.75,100.08,69,38,3.03,1.67,64.49,49.93,-1
BRIAN.DUMOULIN,20132014,6,82.04,57,77,41.69,56.31,42.54,7.02,96.1,42,56,30.72,40.96,42.86,9.52,94.64,27,31,19.75,22.67,46.55,14.81,90.32,3.25,3.24,2.38,2.37,50.11,7.75,94.21,0.43,13,12,9.51,8.78,52,105.14,101.96,4,3,2.93,2.19,57.14,47.47,3
BRIAN.DUMOULIN,20142015,8,109.25,78,101,42.84,55.47,43.58,7.69,94.06,56,76,30.76,41.74,42.42,10.71,92.11,41,63,22.52,34.6,39.42,14.63,90.48,3.16,5.54,1.74,3.04,36.34,5.65,92.71,-0.61,11,22,6.04,12.08,33.33,105.11,98.36,6,6,3.3,3.3,50,43.27,-7
BRIAN.DUMOULIN,20152016,79,1256.81,1200,1061,57.29,50.65,53.07,4.25,96.14,914,810,43.63,38.67,53.02,5.58,94.94,694,603,33.13,28.79,53.51,7.35,93.2,58.59,43.73,2.8,2.09,57.26,6.41,94.6,0.34,211,134,10.07,6.4,61.16,100.55,101.01,51,41,2.43,1.96,55.43,51.84,4
BRIAN.FERLIN,20142015,7,59.82,38,45,38.11,45.14,45.78,2.63,97.78,28,35,28.08,35.11,44.44,3.57,97.14,23,21,23.07,21.06,52.27,4.35,95.24,1.23,1.71,1.24,1.71,41.95,4.41,95.12,2.03,4,6,4.01,6.02,40,99.59,99.53,1,1,1,1,50,59.18,-2
BRIAN.FLYNN,20122013,44.41666667,540.4483333,418.5416667,459.5416667,46.47,51.02,47.67,5.71,97.03,326.2916667,336.5416667,36.22,37.36,49.23,7.33,95.94,239.1666667,230.625,26.55,25.6,50.91,10,94.07,9.31,11.73,1.77,2.22,44.25,4.87,94.05,1.89,35.875,56.375,3.98,6.26,38.89,104.07,98.92,23.91666667,13.66666667,2.66,1.52,63.64,42.96,11.95833333
BRIAN.FLYNN,20132014,79,901.47,659,927,43.86,61.7,41.55,2.73,96.66,503,693,33.48,46.12,42.06,3.58,95.53,383,496,25.49,33.01,43.57,4.7,93.75,27.78,40.1,1.85,2.67,40.93,5.52,94.21,1.31,93,129,6.19,8.59,41.89,98.45,99.74,18,31,1.2,2.06,36.73,47.54,-17
BRIAN.FLYNN,20142015,63,730.82,497,815,40.8,66.91,37.88,5.23,96.32,385,566,31.61,46.47,40.48,6.75,94.7,285,421,23.4,34.56,40.37,9.12,92.87,21.7,33.27,1.78,2.73,39.47,5.64,94.12,0.58,72,101,5.91,8.29,41.62,102,99.76,26,30,2.13,2.46,46.43,51.21,-2
BRIAN.FLYNN,20152016,56,535.62,432,480,48.39,53.77,47.37,3.01,96.04,318,337,35.62,37.75,48.55,4.09,94.36,244,246,27.33,27.56,49.8,5.33,92.28,15.36,20.48,1.72,2.29,42.86,4.83,93.92,0.44,46,70,5.15,7.84,39.66,97.6,98.75,13,19,1.46,2.13,40.62,52.92,4
BRIAN.GIBBONS,20132014,41,429.25,372,358,52,50.04,50.96,5.38,96.09,277,257,38.72,35.92,51.87,7.22,94.55,206,182,28.79,25.44,53.09,9.71,92.31,16.94,13.09,2.37,1.83,56.41,6.11,94.91,-0.36,57,36,7.97,5.03,61.29,102.02,101.02,20,14,2.8,1.96,58.82,50.12,9
BRIAN.GIBBONS,20142015,25,268.64,205,247,45.79,55.17,45.35,2.93,98.38,162,177,36.18,39.53,47.79,3.7,97.74,112,128,25.01,28.59,46.67,5.36,96.88,9.58,9.25,2.14,2.07,50.88,5.92,94.77,2.97,35,25,7.82,5.58,58.33,102.23,100.69,6,4,1.34,0.89,60,44.8,4
BRIAN.GIONTA,20112012,31,411.11,398,387,58.09,56.48,50.7,4.52,95.35,295,274,43.05,39.99,51.85,6.1,93.43,194,197,28.31,28.75,49.62,9.28,90.86,16.53,17.13,2.41,2.5,49.11,5.6,93.75,-0.32,57,61,8.32,8.9,48.31,100.14,99.35,18,18,2.63,2.63,50,49.75,5
BRIAN.GIONTA,20122013,82,1090.770833,1023.291667,954.9583333,56.29,52.53,51.73,4.17,96.24,739.7083333,678.2083333,40.69,37.31,52.17,5.77,94.71,531.2916667,490.2916667,29.22,26.97,52.01,8.04,92.68,25.7,22.61,2.41,2.13,53.19,5.94,94.3,0.41,162.2916667,140.0833333,8.93,7.71,53.67,100.72,100.24,42.70833333,35.875,2.35,1.97,54.35,48.28,22.20833333
BRIAN.GIONTA,20132014,81,1097.03,943,1134,51.58,62.02,45.4,3.39,97,708,808,38.72,44.19,46.7,4.52,95.79,483,602,26.42,32.93,44.52,6.63,94.35,40.2,46.49,2.2,2.54,46.37,5.68,94.25,1.55,126,160,6.89,8.75,44.06,100.98,99.92,32,34,1.75,1.86,48.48,49.14,-4
BRIAN.GIONTA,20142015,69,945.56,720,1058,45.69,67.13,40.49,4.03,96.6,533,762,33.82,48.35,41.16,5.44,95.28,383,534,24.3,33.88,41.77,7.57,93.26,32.1,40.74,2.04,2.59,44.07,6.02,94.65,0.62,121,122,7.68,7.74,49.79,100.83,100.68,29,36,1.84,2.28,44.62,45.05,-8
BRIAN.GIONTA,20152016,79,1056.76,915,1049,51.95,59.56,46.59,3.72,96.47,685,792,38.89,44.97,46.38,4.96,95.33,507,559,28.79,31.74,47.56,6.71,93.38,37.82,40.42,2.15,2.29,48.34,5.52,94.9,0.43,132,127,7.49,7.21,50.97,100.09,100.42,34,37,1.93,2.1,47.89,50.29,14
BRIAN.LASHOFF,20122013,52.95833333,765.00875,616.7083333,693.5833333,48.37,54.4,47.07,2.77,95.32,466.375,553.5,36.58,43.41,45.73,3.66,94.14,331.4166667,398.0416667,25.99,31.22,45.43,5.15,91.85,14.31,20.64,1.92,2.77,40.95,5.24,93.63,0.51,73.45833333,136.6666667,5.76,10.72,34.96,97,98.87,17.08333333,32.45833333,1.34,2.55,34.48,47.71,-13.66666667
BRIAN.LASHOFF,20132014,75,875.77,745,733,51.04,50.22,50.41,4.43,95.5,581,564,39.8,38.64,50.74,5.68,94.15,416,429,28.5,29.39,49.23,7.93,92.31,31.09,31.24,2.13,2.14,49.88,5.35,94.46,-0.31,92,106,6.3,7.26,46.46,100.24,99.81,33,33,2.26,2.26,50,50.8,-14
BRIAN.LASHOFF,20142015,11,125.86,110,112,52.44,53.39,49.55,5.45,98.21,85,78,40.52,37.18,52.15,7.06,97.44,61,64,29.08,30.51,48.8,9.84,96.88,5.83,5.36,2.78,2.55,52.13,6.86,93.13,4.3,20,20,9.53,9.53,50,106.71,99.99,6,2,2.86,0.95,75,59.84,5
BRIAN.LEE,20112012,55,723.77,600,666,49.74,55.21,47.39,4.33,95.8,439,503,36.39,41.7,46.6,5.92,94.43,297,379,24.62,31.42,43.93,8.75,92.61,22.83,28.67,1.89,2.38,44.33,5.2,94.3,0.13,82,101,6.8,8.37,44.81,101.37,99.5,26,28,2.16,2.32,48.15,47.76,-25
BRIAN.LEE,20122013,37.58333333,489.6425,413.4166667,490.2916667,50.66,60.08,45.75,3.31,93.38,317.75,377.5416667,38.94,46.26,45.7,4.3,91.4,237.4583333,271.625,29.1,33.28,46.64,5.76,88.05,10.53,11.09,2.2,2.32,48.68,5.66,94.98,-3.58,64.91666667,47.83333333,7.95,5.86,57.58,93.81,100.64,13.66666667,32.45833333,1.67,3.98,29.63,51.23,0
BRIAN.MCGRATTAN,20112012,30,157.66,116,132,44.15,50.23,46.77,2.59,96.97,88,97,33.49,36.91,47.57,3.41,95.88,55,71,20.93,27.02,43.65,5.45,94.37,4.42,4.49,1.68,1.71,49.61,5.02,95.37,0.5,13,6,4.95,2.28,68.42,99.82,100.39,3,4,1.14,1.52,42.86,55.73,-13
BRIAN.MCGRATTAN,20122013,35.875,251.5179167,193.0416667,278.4583333,46.05,66.43,40.94,2.65,95.71,136.6666667,199.875,32.6,47.68,40.61,3.75,94.02,95.66666667,133.25,22.82,31.79,41.79,5.36,91.03,4.13,6.8,1.68,2.77,37.78,5.16,94.19,-0.17,22.20833333,32.45833333,5.3,7.74,40.62,96.38,99.35,5.125,11.95833333,1.22,2.85,30,47.62,5.125
BRIAN.MCGRATTAN,20132014,76,499.44,364,583,43.73,70.04,38.44,3.85,96.91,275,395,33.04,47.45,41.04,5.09,95.44,198,281,23.79,33.76,41.34,7.07,93.59,13.88,22.12,1.67,2.66,38.57,5.05,94.4,1.04,41,69,4.93,8.29,37.27,100.67,99.45,14,18,1.68,2.16,43.75,44.31,-14
BRIAN.MCGRATTAN,20142015,8,52.15,46,61,52.92,70.18,42.99,0,96.72,35,41,40.27,47.17,46.05,0,95.12,23,27,26.46,31.06,46,0,92.59,1.6,2.61,1.84,3,38.04,4.58,93.64,1.48,3,6,3.45,6.9,33.33,92.59,98.21,0,2,0,2.3,0,40.38,1
BRIAN.O'NEILL,20152016,22,203.56,136,173,40.09,50.99,44.01,2.21,96.53,100,129,29.48,38.02,43.67,3,95.35,72,96,21.22,28.3,42.86,4.17,93.75,6.06,7.58,1.78,2.24,44.39,6.06,94.12,1.23,13,24,3.83,7.07,35.14,97.92,100.18,3,6,0.88,1.77,33.33,40.11,7
BRIAN.ROLSTON,20112012,70,798.12,697,684,52.4,51.42,50.47,4.02,95.76,526,474,39.54,35.63,52.6,5.32,93.88,373,333,28.04,25.03,52.83,7.51,91.29,27.24,27.74,2.05,2.09,49.55,5.18,94.15,-0.27,89,96,6.69,7.22,48.11,98.8,99.33,28,29,2.1,2.18,49.12,48.27,-8
BRIAN.STRAIT,20112012,9,107.3,90,100,50.33,55.92,47.37,3.33,95,76,75,42.5,41.94,50.33,3.95,93.33,56,53,31.31,29.64,51.38,5.36,90.57,5.02,4.44,2.8,2.48,53.04,6.6,94.08,-0.75,14,14,7.83,7.83,50,95.92,100.68,3,5,1.68,2.8,37.5,53.61,-2
BRIAN.STRAIT,20122013,32.45833333,480.36625,427.0833333,411.7083333,53.34,51.42,50.92,8,95.02,334.8333333,312.625,41.82,39.05,51.72,10.2,93.44,247.7083333,227.2083333,30.94,28.38,52.16,13.79,90.98,12.41,13.74,2.65,2.93,47.46,6.33,92.49,0.95,76.875,87.125,9.6,10.88,46.88,104.77,98.83,34.16666667,20.5,4.27,2.56,62.5,52.87,10.25
BRIAN.STRAIT,20132014,47,680.19,550,689,48.52,60.78,44.39,3.82,94.48,399,514,35.2,45.34,43.7,5.26,92.61,299,369,26.37,32.55,44.76,7.02,89.7,26.94,34.46,2.38,3.04,43.88,6.75,93.3,-0.69,103,126,9.09,11.11,44.98,96.73,100.05,21,38,1.85,3.35,35.59,49.77,-7
BRIAN.STRAIT,20142015,52,824.73,765,875,55.65,63.66,46.65,4.71,95.43,582,636,42.34,46.27,47.78,6.19,93.71,434,459,31.57,33.39,48.6,8.29,91.29,41.64,42.03,3.03,3.06,49.77,7.16,93.39,0.32,155,161,11.28,11.71,49.05,99.58,100.55,36,40,2.62,2.91,47.37,50.37,1
BRIAN.STRAIT,20152016,52,694.86,610,683,52.67,58.98,47.18,3.77,96.49,441,489,38.08,42.22,47.42,5.22,95.09,314,369,27.11,31.86,45.97,7.32,93.5,25.93,31.3,2.24,2.7,45.31,5.88,93.6,1.49,92,118,7.94,10.19,43.81,100.82,99.48,23,24,1.99,2.07,48.94,53.89,-4
BROCK.MCGINN,20152016,21,216.31,161,192,44.66,53.26,45.61,3.73,90.62,124,143,34.4,39.67,46.44,4.84,87.41,95,111,26.35,30.79,46.12,6.32,83.78,7.83,10.11,2.17,2.8,43.65,6.31,92.93,-5.52,23,35,6.38,9.71,39.66,90.1,99.25,6,18,1.66,4.99,25,59.28,5
BROCK.NELSON,20132014,72,782.79,774,677,59.33,51.89,53.34,3.62,94.53,553,477,42.39,36.56,53.69,5.06,92.24,401,361,30.74,27.67,52.62,6.98,89.75,32.06,28.16,2.46,2.16,53.24,5.8,94.1,-1.85,103,102,7.89,7.82,50.24,96.73,99.9,28,37,2.15,2.84,43.08,46.16,9
BROCK.NELSON,20142015,82,940.39,990,873,63.17,55.7,53.14,4.34,96.22,749,599,47.79,38.22,55.56,5.74,94.49,558,430,35.6,27.44,56.48,7.71,92.33,50.52,39.15,3.22,2.5,56.34,6.75,93.46,1.03,176,132,11.23,8.42,57.14,100.03,100.21,43,33,2.74,2.11,56.58,44.82,20
BROCK.NELSON,20152016,81,1031.07,947,999,55.11,58.13,48.66,4.44,96.3,687,708,39.98,41.2,49.25,6.11,94.77,499,519,29.04,30.2,49.02,8.42,92.87,43.33,48.59,2.52,2.83,47.14,6.31,93.14,1.64,167,183,9.72,10.65,47.71,101.29,99.44,42,37,2.44,2.15,53.16,50.92,-10
BRODY.SUTTER,20152016,8,70.9,43,75,36.39,63.47,36.44,0,96,30,61,25.39,51.62,32.97,0,95.08,22,44,18.62,37.24,33.33,0,93.18,1.33,3.84,1.13,3.25,25.76,4.44,93.71,1.38,5,12,4.23,10.16,29.41,93.18,98.15,0,3,0,2.54,0,52,-1
BROOKS.LAICH,20112012,82,1045.05,918,1030,52.71,59.14,47.13,3.7,96.21,680,748,39.04,42.95,47.62,5,94.79,497,536,28.53,30.77,48.11,6.84,92.72,39.61,41.58,2.27,2.39,48.79,5.83,94.44,0.34,132,129,7.58,7.41,50.57,99.56,100.27,34,39,1.95,2.24,46.58,48.19,2
BROOKS.LAICH,20122013,15.375,184.6708333,164,164,53.28,53.28,50,5.21,96.88,105.9166667,124.7083333,34.41,40.52,45.93,8.06,95.89,75.16666667,97.375,24.42,31.64,43.56,11.36,94.74,3.33,4.94,1.85,2.74,40.27,5.38,93.23,2.66,17.08333333,20.5,5.55,6.66,45.45,106.1,98.6,8.541666667,5.125,2.78,1.67,62.5,46.55,6.833333333
BROOKS.LAICH,20132014,51,619.62,540,584,52.29,56.55,48.04,3.7,96.06,369,435,35.73,42.12,45.9,5.42,94.71,263,317,25.47,30.7,45.34,7.6,92.74,19.68,23.38,1.91,2.26,45.7,5.33,94.63,0.09,58,82,5.62,7.94,41.43,100.35,99.96,20,23,1.94,2.23,46.51,42.86,-5
BROOKS.LAICH,20142015,66,745.09,706,710,56.85,57.17,49.86,3.68,96.06,493,501,39.7,40.34,49.6,5.27,94.41,352,352,28.35,28.35,50,7.39,92.05,30.43,26.33,2.45,2.12,53.61,6.17,94.74,-0.33,109,84,8.78,6.76,56.48,99.43,100.92,26,28,2.09,2.25,48.15,52.49,-5
BROOKS.LAICH,20152016,81,711.41,645,639,54.4,53.89,50.23,2.79,95.46,457,489,38.54,41.24,48.31,3.94,94.07,310,340,26.15,28.68,47.69,5.81,91.47,24.98,27.88,2.11,2.35,47.25,5.47,94.3,-0.23,86,96,7.25,8.1,47.25,97.28,99.76,18,29,1.52,2.45,38.3,49.7,6
BROOKS.ORPIK,20112012,73,1295.66,1267,1150,58.67,53.25,52.42,5.21,94.87,937,859,43.39,39.78,52.17,7.04,93.13,676,611,31.3,28.29,52.53,9.76,90.34,57.76,51.17,2.67,2.37,53.03,6.16,94.04,-0.91,182,175,8.43,8.1,50.98,100.11,100.21,66,59,3.06,2.73,52.8,52.34,-11
BROOKS.ORPIK,20122013,78.58333333,1390.993333,1166.791667,1458.916667,50.33,62.93,44.44,5.86,96.72,876.375,1035.25,37.8,44.66,45.84,7.8,95.38,620.125,741.4166667,26.75,31.98,45.55,11.02,93.55,32.09,33.14,2.36,2.44,49.19,6.25,94.53,0.85,160.5833333,150.3333333,6.93,6.48,51.65,104.57,100.79,68.33333333,47.83333333,2.95,2.06,58.82,51.25,-3.416666667
BROOKS.ORPIK,20132014,72,1219.37,979,1141,48.17,56.14,46.18,5.11,94.92,741,840,36.46,41.33,46.87,6.75,93.1,525,574,25.83,28.24,47.77,9.52,89.9,41.96,47.75,2.06,2.35,46.77,5.66,94.31,-1.22,133,153,6.54,7.53,46.5,99.42,99.98,50,58,2.46,2.85,46.3,52.07,4
BROOKS.ORPIK,20142015,78,1358.39,1301,1320,57.47,58.3,49.64,4.46,95.61,941,939,41.56,41.48,50.05,6.16,93.82,654,651,28.89,28.75,50.11,8.87,91.09,57.33,53.93,2.53,2.38,51.53,6.09,94.26,-0.43,189,174,8.35,7.69,52.07,99.96,100.35,58,58,2.56,2.56,50,51.76,-16
BROOKS.ORPIK,20152016,41,679.91,700,632,61.77,55.77,52.55,5.57,95.25,519,455,45.8,40.15,53.29,7.51,93.41,389,329,34.33,29.03,54.18,10.03,90.88,31.45,25.62,2.78,2.26,55.11,6.06,94.37,-0.96,111,88,9.8,7.77,55.78,100.91,100.43,39,30,3.44,2.65,56.52,48.56,-5
BRUNO.GERVAIS,20112012,50,613.01,546,533,53.44,52.17,50.6,4.76,94.37,398,385,38.96,37.68,50.83,6.53,92.21,271,275,26.52,26.92,49.63,9.59,89.09,21.91,22.82,2.14,2.23,48.98,5.5,94.07,-1.87,65,65,6.36,6.36,50,98.69,99.58,26,30,2.54,2.94,46.43,49.81,-17
BRUNO.GERVAIS,20122013,63.20833333,951.45625,872.9583333,931.0416667,55.05,58.71,48.39,3.33,94.31,621.8333333,700.4166667,39.21,44.17,47.03,4.67,92.44,440.75,471.5,27.79,29.73,48.31,6.59,88.77,21.11,22.96,2.27,2.47,47.9,5.8,94.4,-1.96,107.625,124.7083333,6.79,7.86,46.32,95.36,100.2,29.04166667,52.95833333,1.83,3.34,35.42,48.13,1.708333333
BRYAN.ALLEN,20112012,82,1285.81,1155,1283,53.9,59.87,47.37,3.72,95.64,821,926,38.31,43.21,46.99,5.24,93.95,577,672,26.92,31.36,46.2,7.45,91.67,51.34,59.16,2.4,2.76,46.46,6.25,93.61,0.34,175,210,8.17,9.8,45.45,99.12,99.87,43,56,2.01,2.61,43.43,48.65,7
BRYAN.ALLEN,20122013,70.04166667,1121.60625,913.9583333,1089.916667,48.89,58.3,45.61,4.3,96.55,656,794.375,35.09,42.49,45.23,5.99,95.27,457.8333333,531.2916667,24.49,28.42,46.29,8.58,92.93,23.11,25.73,2.11,2.35,47.31,6.02,94.47,0.8,128.125,126.4166667,6.85,6.76,50.34,101.51,100.48,39.29166667,37.58333333,2.1,2.01,51.11,49.36,-39.29166667
BRYAN.ALLEN,20132014,68,993.06,926,935,55.95,56.49,49.76,5.08,96.36,699,698,42.23,42.17,50.04,6.72,95.13,501,494,30.27,29.85,50.35,9.38,93.12,46.59,42.75,2.81,2.58,52.15,6.67,93.88,1.25,176,151,10.63,9.12,53.82,102.5,100.54,47,34,2.84,2.05,58.02,49.25,-5
BRYAN.ALLEN,20142015,11,150.26,150,133,59.9,53.11,53,3.33,94.74,104,99,41.53,39.53,51.23,4.81,92.93,61,70,24.36,27.95,46.56,8.2,90,6.17,5.44,2.46,2.17,53.13,5.93,94.5,-1.58,22,13,8.78,5.19,62.86,98.2,100.43,5,7,2,2.8,41.67,59.4,-2
BRYAN.BICKELL,20112012,71,801.9,697,692,52.15,51.78,50.18,4.3,94.8,509,515,38.08,38.53,49.71,5.89,93.01,373,377,27.91,28.21,49.73,8.04,90.45,25.14,30.76,1.88,2.3,44.97,4.94,94.03,-1.02,70,108,5.24,8.08,39.33,98.49,98.97,30,36,2.24,2.69,45.45,49.34,8
BRYAN.BICKELL,20122013,82,1000.280417,949.8333333,767.0416667,56.97,46.01,55.32,4.32,97.1,690.1666667,544.9583333,41.4,32.69,55.88,5.94,95.92,486.875,404.875,29.2,24.29,54.6,8.42,94.51,22.86,20,2.34,2.05,53.34,5.66,93.73,2.2,119.5833333,114.4583333,7.17,6.87,51.09,102.94,99.39,41,22.20833333,2.46,1.33,64.86,46.36,-6.833333333
BRYAN.BICKELL,20132014,59,626.67,628,455,60.13,43.56,57.99,3.66,93.63,463,346,44.33,33.13,57.23,4.97,91.62,358,267,34.28,25.56,57.28,6.42,89.14,26.12,20.78,2.5,1.99,55.69,5.64,93.99,-2.38,87,68,8.33,6.51,56.13,95.56,99.63,23,29,2.2,2.78,44.23,48.07,2
BRYAN.BICKELL,20142015,80,884.97,904,767,61.29,52,54.1,3.43,96.61,648,582,43.93,39.46,52.68,4.78,95.53,495,436,33.56,29.56,53.17,6.26,94.04,35.56,35.66,2.41,2.42,49.93,5.49,93.87,1.66,124,128,8.41,8.68,49.21,100.3,99.36,31,26,2.1,1.76,54.39,50.46,-16
BRYAN.BICKELL,20152016,25,236.66,227,213,57.55,54,51.59,2.2,95.31,165,161,41.83,40.82,50.61,3.03,93.79,120,130,30.42,32.96,48,4.17,92.31,10.78,8.46,2.73,2.14,56.03,6.53,94.75,-0.96,39,27,9.89,6.85,59.09,96.47,101.28,5,10,1.27,2.54,33.33,47.03,1
BRYAN.LITTLE,20112012,74,1090.14,1141,978,62.8,53.83,53.85,4.21,94.48,857,765,47.17,42.1,52.84,5.6,92.94,599,558,32.97,30.71,51.77,8.01,90.32,52.75,49.2,2.9,2.71,51.74,6.15,93.57,-0.63,177,188,9.74,10.35,48.49,98.34,99.72,48,54,2.64,2.97,47.06,49.69,-4
BRYAN.LITTLE,20122013,82,1216.93125,1223.166667,1259.041667,60.31,62.08,49.28,5.03,95.93,907.125,929.3333333,44.73,45.82,49.4,6.78,94.49,626.9583333,637.2083333,30.91,31.42,49.59,9.81,91.96,33.86,35.48,2.85,2.99,48.83,6.38,93.48,1.01,203.2916667,208.4166667,10.02,10.28,49.38,101.77,99.85,61.5,51.25,3.03,2.53,54.55,51.93,-1.708333333
BRYAN.LITTLE,20132014,82,1124.54,1186,1056,63.28,56.34,52.9,4.64,95.27,875,800,46.69,42.68,52.24,6.29,93.75,624,588,33.29,31.37,51.49,8.81,91.5,54.84,52.13,2.93,2.78,51.27,6.27,93.48,0.27,183,175,9.76,9.34,51.12,100.31,99.75,55,50,2.93,2.67,52.38,45.66,-8
BRYAN.LITTLE,20142015,70,932.12,935,804,60.19,51.75,53.77,3.85,96.64,678,602,43.64,38.75,52.97,5.31,95.51,493,449,31.73,28.9,52.34,7.3,93.99,42.78,35.3,2.75,2.27,54.79,6.31,94.14,1.38,149,119,9.59,7.66,55.6,101.29,100.45,36,27,2.32,1.74,57.14,49.21,-21
BRYAN.LITTLE,20152016,57,748.35,797,672,63.9,53.88,54.25,4.14,95.09,587,525,47.06,42.09,52.79,5.62,93.71,427,389,34.24,31.19,52.33,7.73,91.52,36.46,37.14,2.92,2.98,49.54,6.21,92.93,0.79,127,125,10.18,10.02,50.4,99.25,99.14,33,33,2.65,2.65,50,51.33,-4
BRYAN.RUST,20142015,14,154.15,147,138,57.22,53.71,51.58,3.4,94.2,107,104,41.65,40.48,50.71,4.67,92.31,77,79,29.97,30.75,49.36,6.49,89.87,5.81,7.2,2.26,2.8,44.65,5.43,93.08,-0.77,15,26,5.84,10.12,36.59,96.37,98.51,5,8,1.95,3.11,38.46,43.23,4
BRYAN.RUST,20152016,41,464.44,410,386,52.97,49.87,51.51,3.66,96.37,319,288,41.21,37.21,52.55,4.7,95.14,234,207,30.23,26.74,53.06,6.41,93.24,21.98,15.02,2.84,1.94,59.41,6.89,94.78,0.35,85,47,10.98,6.07,64.39,99.65,101.68,15,14,1.94,1.81,51.72,52.13,2
BRYCE.SALVADOR,20112012,82,1324.53,927,1042,41.99,47.2,47.08,3.99,96.45,700,797,31.71,36.1,46.76,5.29,95.36,529,598,23.96,27.09,46.94,6.99,93.81,42.96,47.03,1.95,2.13,47.74,6.14,94.1,1.26,135,156,6.12,7.07,46.39,100.81,100.24,37,37,1.68,1.68,50,46.49,-24
BRYCE.SALVADOR,20122013,66.625,1078.129167,869.5416667,895.1666667,48.39,49.82,49.27,2.36,95.42,644.0416667,673.0833333,35.84,37.46,48.9,3.18,93.91,454.4166667,509.0833333,25.29,28.33,47.16,4.51,91.95,22.99,24.31,2.19,2.31,48.6,6.1,93.83,0.08,129.8333333,143.5,7.23,7.99,47.5,96.46,99.93,20.5,41,1.14,2.28,33.33,49.92,-37.58333333
BRYCE.SALVADOR,20132014,40,624.36,494,487,47.47,46.8,50.36,4.05,95.48,372,370,35.75,35.56,50.13,5.38,94.05,266,280,25.56,26.91,48.72,7.52,92.14,23.47,20.54,2.26,1.97,53.33,6.31,94.45,-0.4,86,68,8.26,6.53,55.84,99.66,100.76,20,22,1.92,2.11,47.62,45.76,-11
BRYCE.SALVADOR,20142015,15,211.68,150,173,42.52,49.04,46.44,3.33,94.22,102,132,28.91,37.41,43.59,4.9,92.42,78,106,22.11,30.05,42.39,6.41,90.57,6.06,7.3,1.72,2.07,45.35,5.94,94.47,-2.04,21,20,5.95,5.67,51.22,96.98,100.41,5,10,1.42,2.83,33.33,46.91,6
BRYCE.VAN BRABANT,20132014,6,54.27,37,65,40.91,71.86,36.27,2.7,96.92,29,44,32.06,48.65,39.73,3.45,95.45,18,33,19.9,36.48,35.29,5.56,93.94,1.72,2.44,1.9,2.7,41.25,5.91,94.45,1.01,4,3,4.42,3.32,57.14,99.49,100.36,1,2,1.11,2.21,33.33,53.33,0
BYRON.BITZ,20112012,10,102.18,72,83,42.28,48.74,46.45,5.56,97.59,52,58,30.53,34.06,47.27,7.69,96.55,40,44,23.49,25.84,47.62,10,95.45,2.89,3.47,1.7,2.04,45.48,5.56,94.02,2.53,9,10,5.28,5.87,47.37,105.45,99.58,4,2,2.35,1.17,66.67,51.04,0
BYRON.FROESE,20152016,56,523.04,450,473,51.62,54.26,48.75,3.11,94.93,325,365,37.28,41.87,47.1,4.31,93.42,236,250,27.07,28.68,48.56,5.93,90.4,20.16,19.7,2.31,2.26,50.58,6.2,94.6,-1.18,70,69,8.03,7.92,50.36,96.33,100.81,14,24,1.61,2.75,36.84,48.1,-15
