Player,Season,Age
NIKITA.NIKITIN,20152016,29
DYLAN.OLSEN,20152016,25
XAVIER.OUELLET,20152016,22
GRIFFIN.REINHART,20152016,22
BRETT.RITCHIE,20152016,22
TUOMO.RUUTU,20152016,32
JOHN.SCOTT,20152016,33
TOM.SESTITO,20152016,28
DREW.SHORE,20152016,25
DOMINIK.SIMON,20152016,21
ANTON.SLEPYSHEV,20152016,21
SERGEY.TOLCHINSKY,20152016,20
JOEL.VERMIN,20152016,23
TYLER.WOTHERSPOON,20152016,22
MICHAEL.ZALEWSKI,20152016,23
KENNY.AGOSTINO,20152016,23
JOSH.ARCHIBALD,20152016,23
JUSTIN.BAILEY,20152016,20
VICTOR.BARTLEY,20152016,27
CODY.BASS,20152016,29
KYLE.BAUN,20152016,23
TAYLOR.BECK,20152016,24
ANDRE.BENOIT,20152016,32
CHRISTOPH.BERTSCHY,20152016,21
ERIC.BOULTON,20152016,39
CHRIS.BROWN,20152016,24
BRETT.BULMER,20152016,23
CHRIS.BUTLER,20152016,29
JORDAN.CARON,20152016,25
RYAN.CARPENTER,20152016,25
SAM.CARRICK,20152016,23
TREVOR.CARRICK,20152016,21
DANIEL.CATENACCI,20152016,22
SEAN.COLLINS,20152016,27
PATRICE.CORMIER,20152016,25
CHASE.DE LEO,20152016,20
NIC.DOWD,20152016,25
MORGAN.ELLIS,20152016,23
DENNIS.EVERBERG,20152016,24
ANDREW.FERENCE,20152016,36
MAX.FRIBERG,20152016,23
ALEX.FRIESEN,20152016,25
KURTIS.GABRIEL,20152016,22
MARC-ANDRE.GRAGNANI,20152016,28
ALEX.GRANT,20152016,27
TYLER.GRAOVAC,20152016,22
KEVIN.GRAVEL,20152016,23
MATT.GREENE,20152016,32
ALEX.GRENIER,20152016,24
NATE.GUENIN,20152016,33
MARKUS.HANNIKAINEN,20152016,22
VINCENT.HINOSTROZA,20152016,21
BUD.HOLLOWAY,20152016,27
BRAD.HUNT,20152016,27
MATT.IRWIN,20152016,28
TIM.JACKMAN,20152016,34
ROSS.JOHNSTON,20152016,21
RYAN.JOHNSTON,20152016,23
KASPERI.KAPANEN,20152016,19
RONALDS.KENINS,20152016,24
MICHAEL.KERÄNEN,20152016,26
ALEX.KHOKHLACHEV,20152016,22
DEAN.KUKAN,20152016,22
BRETT.KULAK,20152016,22
OLIVER.KYLINGTON,20152016,18
TAYLOR.LEIER,20152016,21
BRYAN.LERG,20152016,30
BRETT.LERNOUT,20152016,20
PETTERI.LINDBOHM,20152016,22
ESA.LINDELL,20152016,21
CLARKE.MACARTHUR,20152016,30
MICHAEL.MATHESON,20152016,21
JOHN.MCCARTHY,20152016,29
JOHN.MCFARLAND,20152016,23
TYE.MCGINN,20152016,25
CURTIS.MCKENZIE,20152016,24
MARK.MCNEILL,20152016,22
JULIAN.MELCHIORI,20152016,24
ANDREW.MILLER,20152016,27
JOSH.MORRISSEY,20152016,20
KAEL.MOUILLIERAT,20152016,28
VOJTECH.MOZIK,20152016,23
MIRCO.MUELLER,20152016,20
STEFAN.NOESEN,20152016,22
TOMAS.NOSEK,20152016,23
JIM.OBRIEN,20152016,27
GUSTAV.OLOFSSON,20152016,21
DANIEL.PAILLE,20152016,31
MICHAEL.PALIOTTA,20152016,22
ANDREY.PEDAN,20152016,22
STUART.PERCY,20152016,22
EMILE.POIRIER,20152016,21
COREY.POTTER,20152016,32
JOHN.RAMAGE,20152016,24
MIKKO.RANTANEN,20152016,19
KYLE.RAU,20152016,23
BRENT.REGNER,20152016,26
BORNA.RENDULIC,20152016,23
CHAD.RUHWEDEL,20152016,25
PHILIP.SAMUELSSON,20152016,24
STEVEN.SANTINI,20152016,20
COLE.SCHNEIDER,20152016,25
JEFF.SCHULTZ,20152016,29
ERIC.SELLECK,20152016,28
MICHAEL.SGARBOSSA,20152016,23
DEVIN.SHORE,20152016,21
BRADY.SKJEI,20152016,21
LADISLAV.SMID,20152016,29
RYAN.STANTON,20152016,26
CHANDLER.STEPHENSON,20152016,21
TYSON.STRACHAN,20152016,31
BEN.STREET,20152016,28
BRAD.STUART,20152016,36
CHRIS.SUMMERS,20152016,27
BRODY.SUTTER,20152016,24
BRANDON.TANEV,20152016,24
ERIC.TANGRADI,20152016,26
MATT.TAORMINA,20152016,29
PAUL.THOMPSON,20152016,27
JARRED.TINORDI,20152016,23
RINAT.VALIEV,20152016,20
JOE.VITALE,20152016,30
JORDAN.WEAL,20152016,23
JEREMY.WELSH,20152016,27
GARRETT.WILSON,20152016,24
JAMES.WISNIEWSKI,20152016,31
LUKE.WITKOWSKI,20152016,25
MILES.WOOD,20152016,20
BRENDAN.WOODS,20152016,23
HARRY.ZOLNIERCZYK,20152016,28
MARKO.DANO,20152016,21
