Player,Season,G,A1,A2,A,P,P1,G60,A160,A260,A60,P60,P160,iCF,iCF60,iCSh%,iFF,iFF60,iFSh%,iSF,iSF60,iSh%,ixG,ixG60,ixFSh%,iSCF,iSCF60,iHF,iHA,iGVA,iTKA,iBLK,iFOW,iFOL,iFO%,iPENT,iPEND,iPENDIFF,iRB,iRS,Avg.DIST
JANNIK.HANSEN,20142015,10,11,4,15,25,21,0.64,0.71,0.26,0.96,1.6,1.35,209,13.4,4.78,161,10.32,6.21,116,7.44,8.62,9.8,0.63,6.09,30,1.92,70,50,15,36,26,1,2,33.33,8,11,3,6,12,31.44
JANNIK.HANSEN,20152016,18,11,4,15,33,29,1.23,0.75,0.27,1.02,2.25,1.97,151,10.28,11.92,126,8.58,14.29,95,6.47,18.95,8.21,0.56,6.51,36,2.45,35,32,22,17,13,4,10,28.57,12,9,-3,0,12,31.16
JARED.BOLL,20112012,2,1,0,1,3,3,0.28,0.14,0,0.14,0.42,0.42,63,8.81,3.17,52,7.27,3.85,34,4.75,5.88,3.18,0.44,6.11,12,1.68,96,51,3,7,10,3,2,60,18,15,-3,1,6,30.26
JARED.BOLL,20122013,3.416666667,5.125,1.708333333,6.833333333,10.25,8.541666667,0.35,0.52,0.17,0.7,1.05,0.87,66.625,6.82,5.13,47.83333333,4.89,7.14,32.45833333,3.32,10.53,2.494166667,0.25,5.21,6.833333333,0.7,136.6666667,99.08333333,10.25,1.708333333,11.95833333,5.125,8.541666667,37.5,18.79166667,23.91666667,5.125,0,1.708333333,28.78
JARED.BOLL,20132014,1,0,1,1,2,1,0.29,0,0.29,0.29,0.57,0.29,23,6.6,4.35,17,4.88,5.88,12,3.44,8.33,1.19,0.34,7.01,4,1.15,55,39,0,2,9,0,1,0,7,10,3,1,0,26.24
JARED.BOLL,20142015,1,3,1,4,5,4,0.12,0.35,0.12,0.46,0.58,0.46,54,6.25,1.85,40,4.63,2.5,28,3.24,3.57,3,0.35,7.49,9,1.04,130,94,7,5,17,0,2,0,23,5,-18,5,1,28.01
JARED.BOLL,20152016,1,1,1,2,3,2,0.3,0.3,0.3,0.61,0.91,0.61,22,6.67,4.55,16,4.85,6.25,11,3.34,9.09,1.01,0.31,6.32,7,2.12,53,22,0,3,15,1,0,100,6,5,-1,0,0,27.71
JARED.COWEN,20112012,3,3,6,9,12,6,0.15,0.15,0.3,0.46,0.61,0.3,119,6.02,2.52,63,3.19,4.76,45,2.28,6.67,2.18,0.11,3.46,4,0.2,194,169,32,21,53,0,0,0,16,3,-13,4,2,47.98
JARED.COWEN,20122013,1.708333333,0,0,0,1.708333333,1.708333333,0.54,0,0,0,0.54,0.54,27.33333333,8.63,6.25,15.375,4.85,11.11,11.95833333,3.78,14.29,0.546666667,0.17,3.55,0,0,37.58333333,34.16666667,6.833333333,3.416666667,15.375,0,0,0,1.708333333,1.708333333,0,0,0,35.64
JARED.COWEN,20132014,6,3,4,7,13,9,0.33,0.16,0.22,0.38,0.71,0.49,118,6.43,5.08,89,4.85,6.74,66,3.6,9.09,2.73,0.15,3.07,7,0.38,175,134,35,9,76,0,0,0,16,3,-13,2,2,48.02
JARED.COWEN,20142015,2,1,3,4,6,3,0.15,0.08,0.23,0.3,0.45,0.23,92,6.91,2.17,58,4.36,3.45,43,3.23,4.65,1.44,0.11,2.49,2,0.15,134,101,30,11,60,0,0,0,13,7,-6,3,3,49.62
JARED.COWEN,20152016,0,2,2,4,4,2,0,0.23,0.23,0.46,0.46,0.23,63,7.21,0,35,4.01,0,23,2.63,0,1.04,0.12,2.98,1,0.11,97,79,30,7,44,0,0,0,4,2,-2,2,2,49.5
JARED.MCCANN,20152016,8,3,3,6,14,11,0.65,0.24,0.24,0.49,1.14,0.89,160,13,5,117,9.51,6.84,91,7.4,8.79,7.17,0.58,6.13,27,2.19,45,36,23,28,17,170,313,35.2,7,12,5,2,11,31.32
JARED.SPURGEON,20112012,1,6,3,9,10,7,0.05,0.33,0.16,0.49,0.55,0.38,124,6.8,0.81,86,4.72,1.16,60,3.29,1.67,2.42,0.13,2.82,5,0.27,31,72,20,14,66,0,0,0,1,5,4,2,4,49.56
JARED.SPURGEON,20122013,1.708333333,1.708333333,5.125,6.833333333,8.541666667,3.416666667,0.1,0.1,0.29,0.38,0.48,0.19,138.375,7.79,1.23,82,4.62,2.08,58.08333333,3.27,2.94,2.067083333,0.12,2.52,5.125,0.29,71.75,78.58333333,17.08333333,11.95833333,83.70833333,0,0,0,3.416666667,10.25,6.833333333,0,3.416666667,52.91
JARED.SPURGEON,20132014,3,9,5,14,17,12,0.16,0.48,0.26,0.74,0.9,0.63,158,8.34,1.9,108,5.7,2.78,63,3.33,4.76,3.48,0.18,3.22,2,0.11,67,92,14,13,73,0,0,0,7,6,-1,4,7,42.21
JARED.SPURGEON,20142015,6,6,5,11,17,12,0.32,0.32,0.27,0.59,0.92,0.65,203,10.97,2.96,134,7.24,4.48,95,5.13,6.32,4.07,0.22,3.04,6,0.32,38,86,24,27,76,0,0,0,2,2,0,6,5,45.2
JARED.SPURGEON,20152016,6,3,3,6,12,9,0.26,0.13,0.13,0.26,0.52,0.39,189,8.23,3.17,135,5.88,4.44,94,4.09,6.38,3.79,0.17,2.81,5,0.22,48,102,17,15,116,0,0,0,7,5,-2,3,4,48.17
JAROD.PALMER,20112012,1,0,0,0,1,1,0.89,0,0,0,0.89,0.89,15,13.33,6.67,13,11.55,7.69,11,9.77,9.09,0.56,0.5,4.31,1,0.89,2,9,0,4,1,1,1,50,1,0,-1,1,1,36.92
JAROME.IGINLA,20112012,20,15,8,23,43,35,0.93,0.7,0.37,1.07,2.01,1.63,310,14.46,6.45,248,11.57,8.06,177,8.26,11.3,19.08,0.89,7.69,75,3.5,108,73,41,43,35,147,124,54.24,9,13,4,11,19,27.27
JAROME.IGINLA,20122013,13.66666667,15.375,5.125,20.5,34.16666667,29.04166667,0.77,0.87,0.29,1.16,1.93,1.64,247.7083333,13.97,5.52,186.2083333,10.5,7.34,152.0416667,8.57,8.99,13.78625,0.78,7.4,47.83333333,2.7,100.7916667,58.08333333,23.91666667,22.20833333,17.08333333,157.1666667,143.5,52.27,6.833333333,8.541666667,1.708333333,11.95833333,8.541666667,24.61
JAROME.IGINLA,20132014,20,10,7,17,37,30,1.08,0.54,0.38,0.92,2,1.62,268,14.49,7.46,208,11.25,9.62,150,8.11,13.33,14.75,0.8,7.09,51,2.76,131,75,21,28,23,4,15,21.05,9,10,1,10,9,29.31
JAROME.IGINLA,20142015,20,18,4,22,42,38,1.03,0.93,0.21,1.14,2.17,1.96,227,11.72,8.81,158,8.16,12.66,124,6.4,16.13,10.84,0.56,6.86,42,2.17,92,72,24,29,41,45,51,46.88,12,4,-8,6,9,30.37
JAROME.IGINLA,20152016,8,12,6,18,26,20,0.48,0.72,0.36,1.08,1.56,1.2,192,11.53,4.17,135,8.11,5.93,104,6.25,7.69,10.28,0.62,7.61,45,2.7,64,60,15,21,41,47,42,52.81,10,12,2,7,10,30.3
JAROMIR.JAGR,20112012,9,13,7,20,29,22,0.62,0.89,0.48,1.38,2,1.51,197,13.55,4.57,151,10.39,5.96,107,7.36,8.41,11.96,0.82,7.92,44,3.03,12,80,34,20,8,0,0,0,11,12,1,6,10,24.48
JAROMIR.JAGR,20122013,13.66666667,13.66666667,10.25,23.91666667,37.58333333,27.33333333,0.75,0.75,0.56,1.31,2.06,1.5,237.4583333,13.04,5.76,181.0833333,9.95,7.55,121.2916667,6.66,11.27,12.26583333,0.67,6.78,47.83333333,2.63,22.20833333,87.125,35.875,29.04166667,13.66666667,0,0,0,10.25,17.08333333,6.833333333,10.25,11.95833333,23.71
JAROMIR.JAGR,20132014,13,14,14,28,41,27,0.64,0.69,0.69,1.37,2.01,1.32,285,13.95,4.56,231,11.3,5.63,170,8.32,7.65,18.26,0.89,7.9,72,3.52,4,74,46,33,8,0,1,0,15,9,-6,10,12,23.21
JAROMIR.JAGR,20142015,12,14,6,20,32,26,0.67,0.78,0.34,1.12,1.79,1.45,231,12.91,5.19,177,9.9,6.78,128,7.16,9.38,12.65,0.71,7.15,42,2.35,28,89,34,35,12,0,0,0,17,12,-5,3,11,24.57
JAROMIR.JAGR,20152016,20,16,14,30,50,36,1.13,0.9,0.79,1.69,2.82,2.03,181,10.2,11.05,149,8.4,13.42,101,5.69,19.8,11.73,0.66,7.87,47,2.65,30,49,38,32,16,0,1,0,18,11,-7,7,11,24.7
JAROSLAV.SPACEK,20112012,2,5,2,7,9,7,0.2,0.51,0.2,0.71,0.92,0.71,81,8.24,2.47,46,4.68,4.35,31,3.15,6.45,1.19,0.12,2.58,0,0,27,49,14,10,61,0,0,0,3,3,0,3,2,53.45
JARRED.TINORDI,20122013,0,1.708333333,1.708333333,3.416666667,3.416666667,1.708333333,0,0.71,0.71,1.41,1.41,0.71,22.20833333,9.19,0,11.95833333,4.95,0,8.541666667,3.54,0,0.25625,0.11,2.18,0,0,22.20833333,18.79166667,1.708333333,0,8.541666667,0,0,0,1.708333333,1.708333333,0,0,0,44.9
JARRED.TINORDI,20132014,0,0,2,2,2,0,0,0,0.47,0.47,0.47,0,31,7.24,0,18,4.21,0,8,1.87,0,0.55,0.13,3.03,1,0.23,39,33,11,0,20,0,0,0,4,3,-1,0,3,49.2
JARRED.TINORDI,20142015,0,1,1,2,2,1,0,0.41,0.41,0.81,0.81,0.41,16,6.48,0,10,4.05,0,5,2.03,0,0.35,0.14,3.49,1,0.41,20,26,4,1,17,0,0,0,2,0,-2,1,0,41.32
JARRED.TINORDI,20152016,0,0,0,0,0,0,0,0,0,0,0,0,8,4.02,0,7,3.52,0,2,1.01,0,0.14,0.07,1.98,0,0,18,16,0,1,9,0,0,0,4,1,-3,0,1,46.52
JARRET.STOLL,20112012,5,4,3,7,12,9,0.33,0.27,0.2,0.46,0.8,0.6,173,11.48,2.89,139,9.23,3.6,96,6.37,5.21,9.32,0.62,6.71,33,2.19,147,94,13,17,23,454,357,55.98,26,6,-20,8,10,28.07
JARRET.STOLL,20122013,6.833333333,6.833333333,3.416666667,10.25,17.08333333,13.66666667,0.42,0.42,0.21,0.63,1.06,0.85,143.5,8.89,4.76,114.4583333,7.09,5.97,87.125,5.39,7.84,6.423333333,0.4,5.61,23.91666667,1.48,165.7083333,97.375,18.79166667,6.833333333,37.58333333,512.5,372.4166667,57.92,11.95833333,10.25,-1.708333333,0,1.708333333,32.18
JARRET.STOLL,20132014,6,11,3,14,20,17,0.41,0.75,0.2,0.95,1.36,1.15,162,11.01,3.7,124,8.42,4.84,82,5.57,7.32,7.74,0.53,6.24,24,1.63,174,82,14,8,37,492,373,56.88,14,7,-7,6,10,29.57
JARRET.STOLL,20142015,3,3,5,8,11,6,0.2,0.2,0.34,0.54,0.74,0.4,112,7.54,2.68,93,6.26,3.23,68,4.58,4.41,6.28,0.42,6.75,25,1.68,148,85,15,9,42,476,446,51.63,19,5,-14,2,8,29.07
JARRET.STOLL,20152016,4,1,4,5,9,5,0.3,0.08,0.3,0.38,0.68,0.38,70,5.28,5.71,59,4.45,6.78,43,3.24,9.3,3.27,0.25,5.54,14,1.06,112,89,7,3,58,371,272,57.7,12,6,-6,1,2,31.59
JASON.AKESON,20142015,0,0,0,0,0,0,0,0,0,0,0,0,20,12.06,0,14,8.44,0,9,5.43,0,0.52,0.32,3.75,1,0.6,11,13,2,1,4,1,1,50,2,3,1,0,2,39.59
JASON.ARNOTT,20112012,10,6,3,9,19,16,0.75,0.45,0.22,0.67,1.42,1.19,159,11.87,6.29,138,10.3,7.25,105,7.84,9.52,10.76,0.8,7.8,42,3.14,22,27,9,16,11,331,331,50,7,10,3,11,6,27.19
JASON.BLAKE,20112012,5,2,2,4,9,7,0.55,0.22,0.22,0.44,0.99,0.77,158,17.32,3.16,133,14.58,3.76,94,10.3,5.32,9.77,1.07,7.35,33,3.62,40,73,8,18,17,0,1,0,1,8,7,5,11,24.81
JASON.CHIMERA,20112012,14,8,5,13,27,22,0.86,0.49,0.31,0.8,1.65,1.35,257,15.73,5.45,219,13.41,6.39,177,10.83,7.91,13.95,0.85,6.37,48,2.94,125,111,24,20,22,27,27,50,12,17,5,9,12,30.5
JASON.CHIMERA,20122013,5.125,8.541666667,8.541666667,17.08333333,22.20833333,13.66666667,0.32,0.53,0.53,1.07,1.39,0.85,234.0416667,14.63,2.19,186.2083333,11.64,2.75,153.75,9.61,3.33,10.9675,0.69,5.89,34.16666667,2.14,124.7083333,107.625,32.45833333,17.08333333,18.79166667,32.45833333,22.20833333,59.38,23.91666667,6.833333333,-17.08333333,10.25,18.79166667,31.14
JASON.CHIMERA,20132014,14,16,6,22,36,30,0.84,0.96,0.36,1.32,2.15,1.8,216,12.93,6.48,178,10.65,7.87,139,8.32,10.07,12.79,0.77,7.18,44,2.63,133,96,25,23,18,13,13,50,11,13,2,10,7,28.19
JASON.CHIMERA,20142015,7,9,3,12,19,16,0.51,0.65,0.22,0.87,1.38,1.16,164,11.92,4.27,122,8.86,5.74,90,6.54,7.78,8.02,0.58,6.58,27,1.96,126,86,15,18,13,17,5,77.27,17,7,-10,2,12,29.67
JASON.CHIMERA,20152016,12,7,5,12,24,19,0.79,0.46,0.33,0.79,1.59,1.26,205,13.56,5.85,166,10.98,7.23,136,9,8.82,11.03,0.73,6.65,40,2.65,100,68,28,12,11,2,7,22.22,8,5,-3,8,11,29.25
JASON.DEMERS,20112012,2,1,5,6,8,3,0.15,0.08,0.38,0.45,0.61,0.23,107,8.1,1.87,75,5.68,2.67,49,3.71,4.08,2.28,0.17,3.04,5,0.38,54,55,23,8,57,0,0,0,5,7,2,2,3,47.06
JASON.DEMERS,20122013,1.708333333,1.708333333,1.708333333,3.416666667,5.125,3.416666667,0.18,0.18,0.18,0.36,0.55,0.36,93.95833333,10.03,1.82,64.91666667,6.93,2.63,35.875,3.83,4.76,1.605833333,0.17,2.46,0,0,49.54166667,80.29166667,18.79166667,6.833333333,35.875,0,0,0,5.125,3.416666667,-1.708333333,0,3.416666667,47.18
JASON.DEMERS,20132014,4,9,8,17,21,13,0.21,0.48,0.42,0.9,1.11,0.69,172,9.11,2.33,116,6.15,3.45,76,4.03,5.26,4.02,0.21,3.47,6,0.32,61,112,57,30,86,0,0,0,9,11,2,4,7,43.99
JASON.DEMERS,20142015,3,7,9,16,19,10,0.15,0.35,0.45,0.79,0.94,0.5,205,10.17,1.46,136,6.75,2.21,80,3.97,3.75,4.37,0.22,3.21,9,0.45,101,115,40,30,62,0,0,0,21,4,-17,5,3,47.06
JASON.DEMERS,20152016,2,9,4,13,15,11,0.12,0.55,0.25,0.8,0.92,0.68,178,10.94,1.12,118,7.26,1.69,73,4.49,2.74,3.39,0.21,2.87,6,0.37,72,98,36,23,59,0,0,0,15,3,-12,2,8,49.25
JASON.GARRISON,20112012,6,3,5,8,14,9,0.27,0.14,0.23,0.37,0.64,0.41,204,9.32,2.94,145,6.63,4.14,99,4.52,6.06,3.43,0.16,2.37,1,0.05,96,152,26,13,94,0,0,0,9,7,-2,3,7,52.29
JASON.GARRISON,20122013,8.541666667,5.125,3.416666667,8.541666667,17.08333333,13.66666667,0.41,0.24,0.16,0.41,0.81,0.65,244.2916667,11.64,3.5,167.4166667,7.98,5.1,99.08333333,4.72,8.62,4.2025,0.2,2.51,1.708333333,0.08,49.54166667,124.7083333,34.16666667,17.08333333,85.41666667,0,0,0,18.79166667,1.708333333,-17.08333333,3.416666667,11.95833333,48.69
JASON.GARRISON,20132014,2,9,3,12,14,11,0.1,0.43,0.14,0.58,0.67,0.53,205,9.84,0.98,128,6.14,1.56,88,4.22,2.27,2.63,0.13,2.05,1,0.05,45,105,36,22,98,0,0,0,14,2,-12,5,4,55.41
JASON.GARRISON,20142015,3,5,9,14,17,8,0.17,0.29,0.52,0.8,0.98,0.46,184,10.57,1.63,127,7.3,2.36,87,5,3.45,3.09,0.18,2.43,1,0.06,36,93,24,14,69,0,0,0,7,3,-4,3,7,52.16
JASON.GARRISON,20152016,4,3,3,6,10,7,0.22,0.17,0.17,0.34,0.56,0.39,160,8.96,2.5,116,6.5,3.45,78,4.37,5.13,2.67,0.15,2.3,1,0.06,65,88,37,12,82,0,0,0,7,1,-6,4,3,52.38
JASON.JAFFRAY,20112012,0,0,1,1,1,0,0,0,0.75,0.75,0.75,0,12,8.97,0,10,7.48,0,10,7.48,0,0.91,0.68,9.12,4,2.99,15,7,1,3,2,8,6,57.14,1,2,1,1,0,23.32
JASON.POMINVILLE,20112012,19,14,8,22,41,33,1.05,0.78,0.44,1.22,2.27,1.83,273,15.12,6.96,218,12.07,8.72,170,9.42,11.18,13.24,0.73,6.08,48,2.66,28,78,23,32,40,71,81,46.71,4,13,9,9,18,32.62
JASON.POMINVILLE,20122013,15.375,10.25,10.25,20.5,35.875,25.625,0.85,0.57,0.57,1.13,1.98,1.42,242.5833333,13.4,6.34,193.0416667,10.66,7.96,131.5416667,7.27,11.69,9.908333333,0.55,5.13,34.16666667,1.89,32.45833333,70.04166667,11.95833333,47.83333333,37.58333333,32.45833333,25.625,55.88,5.125,11.95833333,6.833333333,1.708333333,11.95833333,31.33
JASON.POMINVILLE,20132014,21,13,5,18,39,34,1.11,0.68,0.26,0.95,2.05,1.79,254,13.38,8.27,203,10.69,10.34,146,7.69,14.38,12.78,0.67,6.29,42,2.21,22,73,12,36,25,54,50,51.92,3,18,15,10,18,29.53
JASON.POMINVILLE,20142015,15,14,8,22,37,29,0.8,0.74,0.42,1.17,1.96,1.54,292,15.49,5.14,228,12.1,6.58,173,9.18,8.67,11.45,0.61,5.02,31,1.64,40,86,17,31,28,33,36,47.83,4,11,7,5,15,32.32
JASON.POMINVILLE,20152016,7,6,11,17,24,13,0.42,0.36,0.66,1.02,1.44,0.78,233,13.98,3,197,11.82,3.55,156,9.36,4.49,9.9,0.59,5.02,26,1.56,30,58,16,21,27,28,38,42.42,2,7,5,8,14,35.41
JASON.SPEZZA,20112012,19,23,9,32,51,42,0.96,1.16,0.46,1.62,2.58,2.13,301,15.23,6.31,241,12.2,7.88,159,8.05,11.95,15.96,0.81,6.62,55,2.78,25,51,66,51,22,665,565,54.07,11,8,-3,10,20,31.78
JASON.SPEZZA,20122013,0,3.416666667,0,3.416666667,3.416666667,3.416666667,0,1.76,0,1.76,1.76,1.76,18.79166667,9.69,0,13.66666667,7.05,0,8.541666667,4.4,0,0.324583333,0.17,2.36,0,0,0,1.708333333,5.125,3.416666667,1.708333333,76.875,63.20833333,54.88,1.708333333,0,-1.708333333,0,0,43.36
JASON.SPEZZA,20132014,13,18,6,24,37,31,0.79,1.09,0.36,1.46,2.25,1.88,267,16.21,4.87,207,12.57,6.28,149,9.05,8.72,12.61,0.77,6.09,41,2.49,17,47,53,36,19,559,478,53.91,17,3,-14,17,13,33.02
JASON.SPEZZA,20142015,12,10,8,18,30,22,0.7,0.58,0.47,1.05,1.75,1.29,289,16.89,4.15,220,12.86,5.45,142,8.3,8.45,13.34,0.78,6.07,44,2.57,16,59,55,45,21,506,453,52.76,10,11,1,17,14,31.42
JASON.SPEZZA,20152016,21,9,4,13,34,30,1.35,0.58,0.26,0.83,2.18,1.92,303,19.42,6.93,227,14.55,9.25,159,10.19,13.21,14.79,0.95,6.52,48,3.08,9,26,43,41,17,399,346,53.56,9,7,-2,10,18,30.31
JASON.WILLIAMS,20112012,1,0,0,0,1,1,0.93,0,0,0,0.93,0.93,9,8.38,11.11,8,7.45,12.5,4,3.72,25,0.39,0.36,4.84,2,1.86,1,1,3,4,2,0,0,0,2,0,-2,0,0,36.77
JASON.ZUCKER,20112012,0,2,0,2,2,2,0,1.96,0,1.96,1.96,1.96,14,13.69,0,10,9.78,0,8,7.82,0,0.37,0.36,3.67,1,0.98,5,2,2,2,2,0,0,0,0,1,1,0,2,37.19
JASON.ZUCKER,20122013,6.833333333,0,1.708333333,1.708333333,8.541666667,6.833333333,1.12,0,0.28,0.28,1.4,1.12,95.66666667,15.68,7.14,78.58333333,12.88,8.7,54.66666667,8.96,12.5,6.56,1.08,8.36,23.91666667,3.92,18.79166667,41,11.95833333,5.125,8.541666667,0,1.708333333,0,6.833333333,1.708333333,-5.125,5.125,10.25,27.01
JASON.ZUCKER,20132014,3,0,0,0,3,3,0.75,0,0,0,0.75,0.75,63,15.67,4.76,54,13.43,5.56,38,9.45,7.89,3.61,0.9,6.69,13,3.23,16,18,9,7,10,0,0,0,1,2,1,1,5,26.69
JASON.ZUCKER,20142015,17,5,0,5,22,22,1.61,0.47,0,0.47,2.08,2.08,174,16.45,9.77,153,14.46,11.11,111,10.49,15.32,12.86,1.22,8.4,57,5.39,63,67,16,19,12,2,4,33.33,7,15,8,10,10,23.39
JASON.ZUCKER,20152016,11,5,2,7,18,16,0.69,0.31,0.13,0.44,1.13,1.01,236,14.86,4.66,198,12.47,5.56,136,8.56,8.09,16.95,1.07,8.56,64,4.03,78,92,20,37,29,0,0,0,9,16,7,20,15,26.38
JAY.BEAGLE,20112012,4,0,1,1,5,4,0.57,0,0.14,0.14,0.71,0.57,70,9.96,5.71,57,8.11,7.02,45,6.4,8.89,4.46,0.63,7.82,18,2.56,62,24,5,10,15,105,65,61.76,8,2,-6,3,3,24.01
JAY.BEAGLE,20122013,3.416666667,5.125,5.125,10.25,13.66666667,8.541666667,0.26,0.4,0.4,0.79,1.06,0.66,157.1666667,12.14,2.17,128.125,9.9,2.67,88.83333333,6.86,3.85,10.62583333,0.82,8.29,41,3.17,90.54166667,61.5,15.375,18.79166667,27.33333333,290.4166667,239.1666667,54.84,5.125,3.416666667,-1.708333333,10.25,6.833333333,22.31
JAY.BEAGLE,20132014,4,2,3,5,9,6,0.39,0.2,0.29,0.49,0.88,0.59,99,9.66,4.04,85,8.3,4.71,55,5.37,7.27,6.96,0.68,8.19,24,2.34,92,70,6,17,27,262,249,51.27,9,3,-6,4,4,21.1
JAY.BEAGLE,20142015,10,5,2,7,17,15,0.92,0.46,0.18,0.65,1.57,1.39,121,11.17,8.26,102,9.42,9.8,81,7.48,12.35,10.13,0.94,9.93,45,4.16,67,72,6,25,23,161,118,57.71,10,4,-6,13,6,18.65
JAY.BEAGLE,20152016,8,5,3,8,16,13,0.74,0.46,0.28,0.74,1.48,1.2,109,10.07,7.34,97,8.96,8.25,66,6.09,12.12,8.43,0.78,8.69,33,3.05,51,53,12,13,15,279,194,58.99,11,3,-8,9,9,23.1
JAY.BOUWMEESTER,20112012,3,8,5,13,16,11,0.12,0.32,0.2,0.51,0.63,0.43,160,6.33,1.88,110,4.35,2.73,70,2.77,4.29,2.88,0.11,2.62,2,0.08,58,93,50,16,79,0,0,0,8,8,0,1,4,46.93
JAY.BOUWMEESTER,20122013,10.25,8.541666667,1.708333333,10.25,20.5,18.79166667,0.42,0.35,0.07,0.42,0.83,0.76,213.5416667,8.65,4.8,165.7083333,6.71,6.19,111.0416667,4.5,9.23,5.825416667,0.24,3.52,15.375,0.62,59.79166667,107.625,34.16666667,15.375,82,0,0,0,17.08333333,8.541666667,-8.541666667,3.416666667,10.25,43.86
JAY.BOUWMEESTER,20132014,2,10,13,23,25,12,0.09,0.43,0.56,0.99,1.08,0.52,214,9.23,0.93,159,6.86,1.26,112,4.83,1.79,4.29,0.19,2.7,3,0.13,37,107,17,12,71,0,0,0,7,7,0,2,8,48.47
JAY.BOUWMEESTER,20142015,2,2,3,5,7,4,0.1,0.1,0.15,0.24,0.34,0.2,154,7.54,1.3,113,5.54,1.77,75,3.67,2.67,2.82,0.14,2.49,2,0.1,33,119,15,12,75,0,0,0,10,0,-10,5,3,49.49
JAY.BOUWMEESTER,20152016,2,6,8,14,16,8,0.09,0.28,0.37,0.66,0.75,0.37,208,9.75,0.96,136,6.37,1.47,91,4.26,2.2,3.81,0.18,2.8,7,0.33,59,102,26,7,81,0,0,0,9,3,-6,3,7,47.51
JAY.HARRISON,20112012,7,4,5,9,16,11,0.36,0.2,0.26,0.46,0.82,0.56,209,10.69,3.35,133,6.8,5.26,83,4.24,8.43,3.72,0.19,2.8,3,0.15,102,66,30,12,114,0,0,0,14,4,-10,6,9,49.9
JAY.HARRISON,20122013,3.416666667,6.833333333,3.416666667,10.25,13.66666667,10.25,0.16,0.31,0.16,0.47,0.62,0.47,189.625,8.65,1.8,117.875,5.38,2.9,83.70833333,3.82,4.08,3.69,0.17,3.14,10.25,0.47,131.5416667,80.29166667,35.875,17.08333333,138.375,0,0,0,23.91666667,3.416666667,-20.5,6.833333333,8.541666667,50.19
JAY.HARRISON,20132014,2,3,3,6,8,5,0.13,0.19,0.19,0.38,0.5,0.31,163,10.23,1.23,107,6.71,1.87,73,4.58,2.74,2.63,0.17,2.46,2,0.13,137,65,19,6,74,0,0,0,12,5,-7,0,9,47.7
JAY.HARRISON,20142015,2,4,1,5,7,6,0.17,0.33,0.08,0.42,0.58,0.5,114,9.47,1.75,64,5.31,3.12,41,3.4,4.88,1.89,0.16,2.96,3,0.25,72,51,28,12,60,0,0,0,18,4,-14,2,10,50.47
JAY.MCCLEMENT,20112012,9,3,2,5,14,12,0.66,0.22,0.15,0.37,1.03,0.89,144,10.63,6.25,110,8.12,8.18,82,6.05,10.98,8.03,0.59,7.3,28,2.07,67,65,10,25,28,316,263,54.58,10,7,-3,5,9,26.9
JAY.MCCLEMENT,20122013,8.541666667,3.416666667,11.95833333,15.375,23.91666667,11.95833333,0.58,0.23,0.81,1.04,1.61,0.81,116.1666667,7.84,7.35,85.41666667,5.76,10,64.91666667,4.38,13.16,5.398333333,0.36,6.32,17.08333333,1.15,117.875,126.4166667,18.79166667,32.45833333,42.70833333,251.125,246,50.52,5.125,6.833333333,1.708333333,3.416666667,6.833333333,24.93
JAY.MCCLEMENT,20132014,3,4,1,5,8,7,0.21,0.28,0.07,0.35,0.56,0.49,120,8.33,2.5,81,5.62,3.7,57,3.96,5.26,6.2,0.43,7.66,26,1.8,122,129,17,26,36,495,390,55.93,12,3,-9,6,6,25.37
JAY.MCCLEMENT,20142015,7,8,6,14,21,15,0.48,0.55,0.41,0.97,1.45,1.03,0,0,0,92,6.35,7.61,68,4.69,10.29,7.96,0.55,8.65,37,2.55,74,80,13,29,0,402,299,57.35,5,2,-3,4,3,22.47
JAY.MCCLEMENT,20152016,2,7,1,8,10,9,0.17,0.59,0.08,0.68,0.85,0.76,103,8.73,1.94,84,7.12,2.38,62,5.26,3.23,9.5,0.81,11.31,40,3.39,74,67,18,27,23,308,225,57.79,10,6,-4,14,9,21.1
JAY.PANDOLFO,20112012,1,0,0,0,1,1,0.11,0,0,0,0.11,0.11,65,7.18,1.54,55,6.07,1.82,41,4.53,2.44,3.46,0.38,6.29,14,1.55,42,57,9,6,48,55,68,44.72,2,5,3,3,6,36.37
JAY.PANDOLFO,20122013,0,0,0,0,0,0,0,0,0,0,0,0,29.04166667,7.33,0,22.20833333,5.61,0,15.375,3.88,0,0.888333333,0.23,4.04,3.416666667,0.86,42.70833333,34.16666667,3.416666667,1.708333333,10.25,3.416666667,3.416666667,50,0,5.125,5.125,0,0,35.86
JAY.ROSEHILL,20112012,0,0,0,0,0,0,0,0,0,0,0,0,20,6.64,0,15,4.98,0,15,4.98,0,0.89,0.3,5.93,3,1,53,23,6,3,5,1,3,25,8,4,-4,0,2,22.7
JAY.ROSEHILL,20122013,1.708333333,0,0,0,1.708333333,1.708333333,0.83,0,0,0,0.83,0.83,18.79166667,9.14,9.09,17.08333333,8.31,10,11.95833333,5.82,14.29,1.264166667,0.62,7.4,3.416666667,1.66,30.75,27.33333333,3.416666667,1.708333333,8.541666667,0,0,0,6.833333333,8.541666667,1.708333333,3.416666667,1.708333333,38.02
