Player,Season,G,A1,A2,A,P,P1,G60,A160,A260,A60,P60,P160,iCF,iCF60,iCSh%,iFF,iFF60,iFSh%,iSF,iSF60,iSh%,ixG,ixG60,ixFSh%,iSCF,iSCF60,iHF,iHA,iGVA,iTKA,iBLK,iFOW,iFOL,iFO%,iPENT,iPEND,iPENDIFF,iRB,iRS,Avg.DIST
CHRIS.STEWART,20112012,10,9,4,13,23,19,0.6,0.54,0.24,0.77,1.37,1.13,208,12.38,4.81,173,10.29,5.78,131,7.8,7.63,13.04,0.78,7.54,51,3.03,110,74,18,12,19,1,9,10,16,5,-11,7,14,26.87
CHRIS.STEWART,20122013,17.08333333,10.25,10.25,20.5,37.58333333,27.33333333,0.97,0.58,0.58,1.17,2.14,1.56,203.2916667,11.59,8.4,172.5416667,9.83,9.9,126.4166667,7.21,13.51,11.13833333,0.63,6.45,35.875,2.04,68.33333333,58.08333333,13.66666667,18.79166667,22.20833333,13.66666667,23.91666667,36.36,15.375,11.95833333,-3.416666667,11.95833333,11.95833333,27.09
CHRIS.STEWART,20132014,11,8,0,8,19,19,0.93,0.68,0,0.68,1.61,1.61,161,13.67,6.83,133,11.29,8.27,96,8.15,11.46,9.37,0.8,7.04,33,2.8,75,46,11,12,9,12,17,41.38,15,6,-9,3,9,27.11
CHRIS.STEWART,20142015,9,13,3,16,25,22,0.5,0.72,0.17,0.89,1.39,1.23,183,10.2,4.92,150,8.36,6,120,6.69,7.5,9.81,0.55,6.54,31,1.73,107,72,27,20,14,9,22,29.03,22,8,-14,4,11,27.81
CHRIS.STEWART,20152016,6,5,3,8,14,11,0.68,0.56,0.34,0.9,1.58,1.24,114,12.83,5.26,94,10.58,6.38,66,7.43,9.09,6.23,0.7,6.63,21,2.36,72,50,17,12,9,2,6,25,11,11,0,6,7,27.31
CHRIS.SUMMERS,20112012,0,1,2,3,3,1,0,0.26,0.52,0.78,0.78,0.26,30,7.77,0,14,3.63,0,8,2.07,0,0.41,0.11,2.9,0,0,48,34,2,2,17,0,0,0,3,0,-3,1,1,45.19
CHRIS.SUMMERS,20122013,0,0,0,0,0,0,0,0,0,0,0,0,13.66666667,7.82,0,8.541666667,4.89,0,6.833333333,3.91,0,0.170833333,0.1,2.07,0,0,18.79166667,18.79166667,0,1.708333333,17.08333333,0,0,0,3.416666667,1.708333333,-1.708333333,0,3.416666667,49
CHRIS.SUMMERS,20132014,2,0,1,1,3,2,0.53,0,0.27,0.27,0.8,0.53,25,6.64,8,20,5.31,10,16,4.25,12.5,0.43,0.11,2.13,0,0,32,42,2,0,16,0,0,0,5,1,-4,0,0,49.85
CHRIS.SUMMERS,20142015,0,2,1,3,3,2,0,0.48,0.24,0.72,0.72,0.48,32,7.72,0,18,4.34,0,14,3.38,0,0.43,0.1,2.4,1,0.24,46,43,5,1,20,0,0,0,2,1,-1,0,0,53.21
CHRIS.TANEV,20112012,0,1,1,2,2,1,0,0.16,0.16,0.33,0.33,0.16,40,6.52,0,21,3.42,0,15,2.45,0,0.41,0.07,1.96,0,0,9,74,8,5,37,0,0,0,1,3,2,0,2,54.37
CHRIS.TANEV,20122013,1.708333333,1.708333333,6.833333333,8.541666667,10.25,3.416666667,0.11,0.11,0.43,0.54,0.65,0.22,0,0,0,54.66666667,3.48,3.12,30.75,1.95,5.56,1.349583333,0.09,2.45,0,0,20.5,186.2083333,20.5,17.08333333,88.83333333,0,0,0,5.125,11.95833333,6.833333333,1.708333333,1.708333333,48.83
CHRIS.TANEV,20132014,5,2,9,11,16,7,0.29,0.12,0.53,0.64,0.93,0.41,120,7,4.17,79,4.61,6.33,58,3.38,8.62,2.39,0.14,3.03,3,0.18,22,161,10,14,97,0,0,0,5,4,-1,4,3,48.06
CHRIS.TANEV,20142015,1,3,5,8,9,4,0.05,0.15,0.26,0.41,0.46,0.21,108,5.54,0.93,70,3.59,1.43,44,2.26,2.27,2.44,0.13,3.48,1,0.05,20,182,40,19,120,0,0,0,5,5,0,0,2,39.93
CHRIS.TANEV,20152016,1,4,6,10,11,5,0.05,0.21,0.31,0.52,0.58,0.26,80,4.2,1.25,49,2.57,2.04,32,1.68,3.12,1.37,0.07,2.8,2,0.1,16,153,31,11,124,0,0,0,2,8,6,1,3,48.62
CHRIS.TERRY,20132014,0,0,0,0,0,0,0,0,0,0,0,0,25,15.18,0,18,10.93,0,12,7.29,0,0.72,0.44,3.98,1,0.61,9,7,3,6,5,0,0,0,1,0,-1,0,4,37.91
CHRIS.TERRY,20142015,8,7,1,8,16,15,0.74,0.65,0.09,0.74,1.48,1.39,115,10.66,6.96,89,8.25,8.99,61,5.66,13.11,6.75,0.63,7.58,24,2.23,43,76,17,21,16,5,4,55.56,5,6,1,5,5,28.06
CHRIS.TERRY,20152016,8,2,1,3,11,10,0.67,0.17,0.08,0.25,0.93,0.84,137,11.55,5.84,102,8.6,7.84,73,6.15,10.96,6.48,0.55,6.35,21,1.77,81,79,20,21,21,1,7,12.5,8,8,0,3,6,29.13
CHRIS.THORBURN,20112012,4,6,1,7,11,10,0.36,0.53,0.09,0.62,0.98,0.89,119,10.6,3.36,95,8.46,4.21,68,6.06,5.88,6.1,0.54,6.42,20,1.78,148,74,14,13,43,35,24,59.32,16,15,-1,5,8,31.13
CHRIS.THORBURN,20122013,3.416666667,3.416666667,0,3.416666667,6.833333333,6.833333333,0.48,0.48,0,0.48,0.96,0.96,49.54166667,6.94,6.9,29.04166667,4.07,11.76,20.5,2.87,16.67,2.630833333,0.37,9.09,10.25,1.44,109.3333333,59.79166667,1.708333333,5.125,27.33333333,30.75,39.29166667,43.9,17.08333333,8.541666667,-8.541666667,1.708333333,3.416666667,26.24
CHRIS.THORBURN,20132014,2,4,5,9,11,6,0.25,0.51,0.63,1.14,1.39,0.76,50,6.32,4,41,5.19,4.88,26,3.29,7.69,4,0.51,9.77,15,1.9,107,54,8,4,34,19,11,63.33,9,6,-3,3,3,24.39
CHRIS.THORBURN,20142015,7,2,5,7,14,9,0.66,0.19,0.47,0.66,1.33,0.85,126,11.95,5.56,91,8.63,7.69,67,6.36,10.45,6.35,0.6,6.98,23,2.18,126,75,12,9,29,36,19,65.45,12,14,2,7,11,26.95
CHRIS.THORBURN,20152016,5,4,2,6,11,9,0.4,0.32,0.16,0.49,0.89,0.73,110,8.9,4.55,89,7.2,5.62,66,5.34,7.58,6.86,0.56,7.71,28,2.26,137,76,15,9,27,64,48,57.14,0,12,0,1,6,23.66
CHRISTIAN.EHRHOFF,20112012,3,5,9,14,17,8,0.16,0.26,0.48,0.74,0.9,0.42,171,9.06,1.75,115,6.09,2.61,75,3.97,4,2.71,0.14,2.36,1,0.05,41,54,33,17,70,0,0,0,13,9,-4,2,9,50.51
CHRISTIAN.EHRHOFF,20122013,5.125,10.25,5.125,15.375,20.5,15.375,0.22,0.43,0.22,0.65,0.86,0.65,246,10.36,2.08,170.8333333,7.2,3,112.75,4.75,4.55,4.287916667,0.18,2.51,1.708333333,0.07,51.25,117.875,30.75,29.04166667,109.3333333,0,0,0,18.79166667,6.833333333,-11.95833333,3.416666667,11.95833333,48.55
CHRISTIAN.EHRHOFF,20132014,2,7,6,13,15,9,0.09,0.32,0.28,0.6,0.69,0.42,225,10.38,0.89,155,7.15,1.29,104,4.8,1.92,4.29,0.2,2.77,6,0.28,38,76,45,22,92,0,0,0,12,10,-2,6,5,51.76
CHRISTIAN.EHRHOFF,20142015,3,5,3,8,11,8,0.22,0.37,0.22,0.59,0.82,0.59,161,11.97,1.86,117,8.7,2.56,82,6.1,3.66,3.2,0.24,2.74,2,0.15,59,72,17,11,38,0,0,0,12,4,-8,6,5,47.54
CHRISTIAN.EHRHOFF,20152016,2,0,2,2,4,2,0.19,0,0.19,0.19,0.39,0.19,133,12.81,1.5,94,9.05,2.13,61,5.88,3.28,2.24,0.22,2.38,4,0.39,37,69,17,4,33,0,0,0,14,9,-5,1,5,50.57
CHRISTIAN.FOLIN,20142015,2,5,2,7,9,7,0.22,0.54,0.22,0.76,0.98,0.76,79,8.6,2.53,53,5.77,3.77,36,3.92,5.56,1.35,0.15,2.55,2,0.22,46,70,14,9,35,0,0,0,4,2,-2,0,3,51.69
CHRISTIAN.FOLIN,20152016,0,2,2,4,4,2,0,0.37,0.37,0.74,0.74,0.37,29,5.33,0,16,2.94,0,12,2.21,0,0.3,0.05,1.86,0,0,36,45,9,4,26,0,0,0,3,1,-2,0,2,55.46
CHRISTIAN.THOMAS,20142015,1,0,0,0,1,1,0.38,0,0,0,0.38,0.38,46,17.45,2.17,32,12.14,3.12,26,9.86,3.85,2.33,0.88,7.28,8,3.03,8,23,0,4,3,0,1,0,2,2,0,0,3,28.56
CHRISTIAN.THOMAS,20152016,0,2,0,2,2,2,0,2.36,0,2.36,2.36,2.36,12,14.14,0,9,10.61,0,9,10.61,0,0.25,0.3,2.8,1,1.18,5,9,1,1,1,0,0,0,1,0,-1,0,0,43.72
CHRIS.TIERNEY,20142015,5,7,3,10,15,12,0.63,0.89,0.38,1.27,1.9,1.52,81,10.27,6.17,60,7.61,8.33,43,5.45,11.63,4.49,0.57,7.49,16,2.03,11,41,18,19,16,137,180,43.22,3,6,3,4,7,25.2
CHRIS.TIERNEY,20152016,3,9,3,12,15,12,0.21,0.62,0.21,0.82,1.03,0.82,128,8.78,2.34,111,7.62,2.7,83,5.7,3.61,9.42,0.65,8.49,38,2.61,22,68,34,26,28,294,349,45.72,9,14,5,8,7,22.75
CHRIS.VANDEVELDE,20122013,0,0,0,0,0,0,0,0,0,0,0,0,15.375,8.16,0,13.66666667,7.25,0,11.95833333,6.35,0,0.837083333,0.45,6.14,3.416666667,1.81,20.5,17.08333333,3.416666667,1.708333333,1.708333333,30.75,34.16666667,47.37,3.416666667,1.708333333,-1.708333333,0,0,23.15
CHRIS.VANDEVELDE,20132014,0,0,0,0,0,0,0,0,0,0,0,0,16,9.11,0,11,6.26,0,7,3.99,0,0.72,0.41,6.53,2,1.14,22,22,2,3,6,15,20,42.86,2,2,0,1,1,35.12
CHRIS.VANDEVELDE,20142015,9,3,3,6,15,12,0.78,0.26,0.26,0.52,1.3,1.04,116,10.04,7.76,92,7.96,9.78,68,5.88,13.24,6.52,0.56,7.09,22,1.9,116,130,4,7,36,16,29,35.56,7,8,1,3,5,28.92
CHRIS.VANDEVELDE,20152016,1,5,5,10,11,6,0.07,0.36,0.36,0.71,0.79,0.43,122,8.71,0.82,103,7.35,0.97,74,5.28,1.35,9.08,0.65,8.81,36,2.57,135,154,13,14,39,3,8,27.27,9,5,-4,12,7,24.68
CHRIS.WAGNER,20142015,0,0,0,0,0,0,0,0,0,0,0,0,13,10.63,0,9,7.36,0,7,5.72,0,0.32,0.26,3.54,0,0,21,10,0,1,3,29,22,56.86,1,1,0,0,0,40.78
CHRIS.WAGNER,20152016,4,1,1,2,6,5,0.67,0.17,0.17,0.34,1.01,0.84,85,14.24,4.71,68,11.39,5.88,53,8.88,7.55,4.11,0.69,6.04,18,3.02,92,49,10,3,24,142,115,55.25,3,4,1,2,5,31.1
CHRIS.WIDEMAN,20152016,5,2,2,4,9,7,0.37,0.15,0.15,0.3,0.67,0.52,160,11.88,3.12,96,7.13,5.21,76,5.64,6.58,3.19,0.24,3.32,9,0.67,55,92,26,5,66,0,0,0,16,2,-14,5,10,48.02
CHUCK.KOBASEW,20112012,6,5,1,6,12,11,0.63,0.53,0.11,0.63,1.27,1.16,102,10.77,5.88,74,7.81,8.11,57,6.02,10.53,6.62,0.7,8.94,26,2.75,60,60,6,13,17,5,11,31.25,9,9,0,8,3,23.65
CHUCK.KOBASEW,20122013,8.541666667,5.125,1.708333333,6.833333333,15.375,13.66666667,0.89,0.54,0.18,0.72,1.61,1.43,121.2916667,12.69,7.04,92.25,9.65,9.26,70.04166667,7.33,12.2,7.362916667,0.77,7.98,27.33333333,2.86,56.375,54.66666667,5.125,20.5,22.20833333,25.625,44.41666667,36.59,8.541666667,13.66666667,5.125,3.416666667,6.833333333,21.24
CHUCK.KOBASEW,20132014,2,0,0,0,2,2,0.37,0,0,0,0.37,0.37,60,11.19,3.33,46,8.58,4.35,33,6.16,6.06,3.36,0.63,7.3,10,1.87,45,44,8,7,16,1,1,50,5,3,-2,4,2,25.76
CLARKE.MACARTHUR,20112012,16,9,7,16,32,25,0.99,0.56,0.43,0.99,1.99,1.55,233,14.47,6.87,164,10.19,9.76,128,7.95,12.5,11.3,0.7,6.89,41,2.55,57,94,24,16,20,3,3,50,11,16,5,7,16,29.82
CLARKE.MACARTHUR,20122013,10.25,6.833333333,6.833333333,13.66666667,23.91666667,17.08333333,0.72,0.48,0.48,0.95,1.67,1.19,172.5416667,12.04,5.94,126.4166667,8.82,8.11,92.25,6.44,11.11,10.21583333,0.71,8.08,35.875,2.5,71.75,99.08333333,41,23.91666667,23.91666667,8.541666667,1.708333333,83.33,10.25,5.125,-5.125,6.833333333,1.708333333,27.21
CLARKE.MACARTHUR,20132014,14,15,7,22,36,29,0.85,0.91,0.43,1.34,2.19,1.76,191,11.61,7.33,150,9.12,9.33,110,6.69,12.73,12.32,0.75,8.21,45,2.74,90,74,30,24,15,7,11,38.89,16,9,-7,6,11,25.9
CLARKE.MACARTHUR,20142015,9,10,4,14,23,19,0.69,0.77,0.31,1.08,1.77,1.46,166,12.78,5.42,124,9.55,7.26,97,7.47,9.28,9.52,0.73,7.67,31,2.39,65,70,26,26,14,7,12,36.84,11,11,0,6,12,29.06
CLAUDE.GIROUX,20112012,18,17,12,29,47,35,1.01,0.96,0.68,1.63,2.64,1.97,280,15.75,6.43,202,11.36,8.91,155,8.72,11.61,15.04,0.85,7.45,56,3.15,58,72,28,34,31,481,462,51.01,9,18,9,7,14,26.92
CLAUDE.GIROUX,20122013,10.25,23.91666667,5.125,29.04166667,39.29166667,34.16666667,0.52,1.21,0.26,1.47,1.99,1.73,285.2916667,14.48,3.59,205,10.4,5,145.2083333,7.37,7.06,11.80458333,0.6,5.76,39.29166667,1.99,83.70833333,58.08333333,32.45833333,22.20833333,37.58333333,681.625,596.2083333,53.34,8.541666667,18.79166667,10.25,10.25,13.66666667,33.68
CLAUDE.GIROUX,20132014,16,14,11,25,41,30,0.82,0.72,0.57,1.28,2.11,1.54,264,13.56,6.06,188,9.66,8.51,137,7.04,11.68,11.82,0.61,6.29,40,2.06,74,51,19,33,40,615,562,52.25,14,21,7,12,15,31.79
CLAUDE.GIROUX,20142015,11,12,8,20,31,23,0.55,0.6,0.4,1,1.55,1.15,334,16.68,3.29,243,12.13,4.53,188,9.39,5.85,14.11,0.7,5.81,40,2,102,65,25,34,25,733,557,56.82,11,12,1,9,16,36.11
CLAUDE.GIROUX,20152016,13,9,9,18,31,22,0.73,0.51,0.51,1.01,1.75,1.24,245,13.79,5.31,188,10.58,6.91,143,8.05,9.09,10.23,0.58,5.44,36,2.03,75,61,25,29,30,675,525,56.25,12,21,9,8,9,39.42
CLAYTON.STONER,20112012,1,1,1,2,3,2,0.08,0.08,0.08,0.16,0.23,0.16,92,7.13,1.09,65,5.04,1.54,40,3.1,2.5,1.87,0.15,2.88,4,0.31,63,109,21,11,66,0,0,0,18,7,-11,3,3,52.75
CLAYTON.STONER,20122013,0,3.416666667,11.95833333,15.375,15.375,3.416666667,0,0.16,0.55,0.71,0.71,0.16,152.0416667,7.04,0,95.66666667,4.43,0,63.20833333,2.93,0,1.9475,0.09,2.03,0,0,136.6666667,136.6666667,29.04166667,15.375,76.875,0,0,0,17.08333333,6.833333333,-10.25,0,3.416666667,55.54
CLAYTON.STONER,20132014,1,2,2,4,5,3,0.08,0.16,0.16,0.33,0.41,0.25,95,7.8,1.05,59,4.84,1.69,46,3.78,2.17,1.81,0.15,3.07,1,0.08,86,122,17,10,57,0,0,0,19,7,-12,1,7,45.13
CLAYTON.STONER,20142015,1,6,0,6,7,7,0.06,0.35,0,0.35,0.41,0.41,144,8.42,0.69,95,5.55,1.05,64,3.74,1.56,2.2,0.13,2.32,2,0.12,110,163,34,6,64,0,0,0,16,6,-10,2,6,49.75
CLAYTON.STONER,20152016,0,1,3,4,4,1,0,0.09,0.27,0.36,0.36,0.09,68,6.17,0,45,4.08,0,29,2.63,0,1.08,0.1,2.39,1,0.09,113,108,26,2,44,0,0,0,15,4,-11,0,3,47.14
CLAY.WILSON,20112012,0,0,0,0,0,0,0,0,0,0,0,0,7,7.9,0,5,5.64,0,4,4.51,0,0.28,0.31,5.54,1,1.13,1,3,2,1,2,0,0,0,2,0,-2,1,0,41.38
CODY.ALMOND,20112012,1,0,0,0,1,1,0.69,0,0,0,0.69,0.69,13,8.92,7.69,9,6.18,11.11,7,4.8,14.29,0.51,0.35,5.7,1,0.69,15,8,1,1,7,23,33,41.07,5,0,-5,0,1,37.05
CODY.BASS,20112012,0,1,0,1,1,1,0,0.55,0,0.55,0.55,0.55,15,8.24,0,13,7.14,0,13,7.14,0,0.62,0.34,4.76,3,1.65,21,14,3,4,5,4,2,66.67,2,6,4,1,1,33.61
CODY.BASS,20152016,0,0,0,0,0,0,0,0,0,0,0,0,16,7.72,0,14,6.75,0,11,5.31,0,0.61,0.29,4.34,3,1.45,25,14,0,1,7,12,9,57.14,4,3,-1,0,0,36.19
CODY.CECI,20132014,2,4,2,6,8,6,0.19,0.38,0.19,0.57,0.76,0.57,131,12.39,1.53,88,8.32,2.27,63,5.96,3.17,2.17,0.21,2.47,2,0.19,39,79,13,9,40,0,0,0,6,4,-2,0,3,51.41
CODY.CECI,20142015,4,5,6,11,15,9,0.21,0.26,0.31,0.57,0.77,0.46,199,10.24,2.01,139,7.15,2.88,103,5.3,3.88,3.95,0.2,2.84,6,0.31,74,93,30,11,91,0,0,0,3,2,-1,5,9,48.34
CODY.CECI,20152016,8,6,5,11,19,14,0.42,0.31,0.26,0.58,1,0.73,201,10.55,3.98,137,7.19,5.84,101,5.3,7.92,4.34,0.23,3.16,6,0.31,61,108,33,12,103,0,0,0,9,3,-6,4,9,46.78
CODY.EAKIN,20112012,4,1,3,4,8,5,0.91,0.23,0.68,0.91,1.82,1.13,49,11.12,8.16,36,8.17,11.11,30,6.81,13.33,2.12,0.48,5.89,5,1.13,15,30,5,6,7,21,18,53.85,2,4,2,1,2,30.48
CODY.EAKIN,20122013,6.833333333,15.375,13.66666667,29.04166667,35.875,22.20833333,0.44,0.98,0.87,1.86,2.3,1.42,165.7083333,10.6,4.12,116.1666667,7.43,5.88,95.66666667,6.12,7.14,10.13041667,0.65,8.72,37.58333333,2.41,109.3333333,82,30.75,34.16666667,34.16666667,411.7083333,406.5833333,50.31,15.375,10.25,-5.125,11.95833333,13.66666667,26
CODY.EAKIN,20132014,10,7,6,13,23,17,0.59,0.41,0.35,0.76,1.35,1,217,12.75,4.61,150,8.81,6.67,101,5.93,9.9,10.77,0.63,7.18,36,2.11,83,119,24,36,48,458,492,48.21,10,18,8,10,14,26.72
CODY.EAKIN,20142015,13,3,12,15,28,16,0.78,0.18,0.72,0.9,1.68,0.96,214,12.85,6.07,162,9.73,8.02,112,6.73,11.61,12.36,0.74,7.63,47,2.82,53,66,33,51,45,532,490,52.05,9,8,-1,6,18,27.58
CODY.EAKIN,20152016,8,10,6,16,24,18,0.47,0.59,0.35,0.94,1.41,1.06,173,10.15,4.62,134,7.86,5.97,99,5.81,8.08,10.15,0.6,7.57,39,2.29,90,78,34,34,36,470,484,49.27,13,10,-3,7,8,27.99
CODY.FRANSON,20112012,3,4,6,10,13,7,0.23,0.3,0.46,0.76,0.99,0.53,127,9.64,2.36,66,5.01,4.55,44,3.34,6.82,2.14,0.16,3.24,3,0.23,100,52,41,20,49,0,0,0,8,4,-4,0,9,45.86
CODY.FRANSON,20122013,1.708333333,10.25,15.375,25.625,27.33333333,11.95833333,0.09,0.57,0.85,1.42,1.51,0.66,136.6666667,7.55,1.25,102.5,5.67,1.67,66.625,3.68,2.56,1.913333333,0.11,1.87,1.708333333,0.09,177.6666667,73.45833333,51.25,27.33333333,78.58333333,0,0,0,3.416666667,10.25,6.833333333,1.708333333,11.95833333,53.31
CODY.FRANSON,20132014,4,5,5,10,14,9,0.2,0.25,0.25,0.5,0.71,0.45,168,8.47,2.38,107,5.39,3.74,63,3.18,6.35,2.29,0.12,2.14,3,0.15,234,83,50,36,89,0,0,0,12,7,-5,0,12,52.53
CODY.FRANSON,20142015,2,8,7,15,17,10,0.11,0.42,0.37,0.79,0.9,0.53,172,9.11,1.16,122,6.46,1.64,84,4.45,2.38,2.79,0.15,2.29,2,0.11,145,73,56,34,104,0,0,0,5,0,-5,1,8,50.35
CODY.FRANSON,20152016,3,1,5,6,9,4,0.23,0.08,0.38,0.45,0.68,0.3,125,9.47,2.4,83,6.29,3.61,61,4.62,4.92,1.93,0.15,2.33,2,0.15,57,39,25,10,46,0,0,0,8,2,-6,2,8,53.71
CODY.GOLOUBEF,20122013,1.708333333,0,0,0,1.708333333,1.708333333,0.4,0,0,0,0.4,0.4,23.91666667,5.58,7.14,22.20833333,5.18,7.69,18.79166667,4.39,9.09,0.632083333,0.15,2.81,1.708333333,0.4,17.08333333,17.08333333,1.708333333,0,11.95833333,0,0,0,0,0,0,0,0,44.66
CODY.GOLOUBEF,20142015,0,4,4,8,8,4,0,0.47,0.47,0.95,0.95,0.47,64,7.57,0,46,5.44,0,22,2.6,0,1.33,0.16,2.88,3,0.36,41,40,13,3,30,0,0,0,6,2,-4,1,3,52.15
CODY.GOLOUBEF,20152016,1,1,6,7,8,2,0.1,0.1,0.61,0.71,0.81,0.2,95,9.65,1.05,59,5.99,1.69,40,4.06,2.5,1.23,0.12,2.08,0,0,31,42,10,2,45,0,0,0,9,1,-8,1,5,52.99
CODY.HODGSON,20112012,11,8,7,15,26,19,0.73,0.53,0.47,1,1.74,1.27,187,12.49,5.88,143,9.55,7.69,110,7.35,10,9.61,0.64,6.72,32,2.14,33,70,22,33,28,253,285,47.03,4,11,7,8,12,28.84
CODY.HODGSON,20122013,17.08333333,13.66666667,8.541666667,22.20833333,39.29166667,30.75,0.96,0.76,0.48,1.24,2.2,1.72,237.4583333,13.27,7.19,175.9583333,9.84,9.71,141.7916667,7.93,12.05,11.65083333,0.65,6.63,44.41666667,2.48,32.45833333,52.95833333,30.75,27.33333333,32.45833333,466.375,524.4583333,47.07,10.25,11.95833333,1.708333333,8.541666667,11.95833333,26.38
CODY.HODGSON,20132014,9,9,4,13,22,18,0.56,0.56,0.25,0.8,1.36,1.11,211,13.02,4.27,154,9.5,5.84,121,7.47,7.44,10.57,0.65,6.87,44,2.72,46,31,24,20,20,318,373,46.02,7,10,3,9,14,30.24
CODY.HODGSON,20142015,6,5,1,6,12,11,0.42,0.35,0.07,0.42,0.83,0.76,190,13.21,3.16,141,9.8,4.26,106,7.37,5.66,8.03,0.56,5.7,27,1.88,39,56,13,23,21,134,173,43.65,4,8,4,2,13,31.53
CODY.HODGSON,20152016,2,3,1,4,6,5,0.3,0.45,0.15,0.6,0.9,0.75,115,17.22,1.74,88,13.18,2.27,60,8.98,3.33,5.1,0.76,5.8,21,3.14,25,21,7,7,6,44,52,45.83,2,5,3,4,6,32.93
CODY.MCCORMICK,20112012,1,2,1,3,4,3,0.16,0.31,0.16,0.47,0.63,0.47,86,13.54,1.16,63,9.92,1.59,42,6.61,2.38,3.53,0.56,5.61,12,1.89,67,32,9,8,11,8,9,47.06,12,4,-8,0,4,37.97
CODY.MCCORMICK,20132014,2,3,1,4,6,5,0.38,0.56,0.19,0.75,1.13,0.94,42,7.89,4.76,31,5.82,6.45,22,4.13,9.09,1.72,0.32,5.54,6,1.13,73,14,4,4,16,77,91,45.83,7,8,1,1,3,37.35
CODY.MCCORMICK,20142015,0,3,0,3,3,3,0,0.6,0,0.6,0.6,0.6,47,9.43,0,35,7.02,0,27,5.42,0,1.92,0.39,5.49,9,1.81,76,16,10,3,22,102,91,52.85,6,4,-2,0,1,41.22
CODY.MCLEOD,20112012,6,1,4,5,11,7,0.68,0.11,0.46,0.57,1.25,0.8,104,11.86,5.77,86,9.81,6.98,61,6.96,9.84,5.97,0.68,6.95,27,3.08,123,63,3,12,13,2,1,66.67,22,10,-12,4,4,28.14
CODY.MCLEOD,20122013,11.95833333,3.416666667,1.708333333,5.125,17.08333333,15.375,0.81,0.23,0.12,0.35,1.16,1.04,194.75,13.21,6.14,169.125,11.48,7.07,117.875,8,10.14,13.29083333,0.9,7.86,52.95833333,3.59,179.375,71.75,1.708333333,10.25,15.375,10.25,8.541666667,54.55,22.20833333,13.66666667,-8.541666667,15.375,15.375,23.82
CODY.MCLEOD,20132014,4,4,3,7,11,8,0.39,0.39,0.29,0.69,1.08,0.78,104,10.19,3.85,84,8.23,4.76,72,7.05,5.56,5.23,0.51,6.22,19,1.86,147,68,0,8,23,1,5,16.67,15,11,-4,7,4,34.38
CODY.MCLEOD,20142015,6,1,3,4,10,7,0.49,0.08,0.24,0.32,0.81,0.57,111,8.98,5.41,95,7.68,6.32,79,6.39,7.59,5.9,0.48,6.21,23,1.86,260,75,5,7,31,0,1,0,30,15,-15,3,2,28.31
CODY.MCLEOD,20152016,7,2,3,5,12,9,0.55,0.16,0.24,0.4,0.95,0.71,101,7.99,6.93,88,6.96,7.95,70,5.54,10,6.23,0.49,7.08,25,1.98,229,67,2,6,25,1,0,100,27,15,-12,2,4,26.09
COLBY.ARMSTRONG,20112012,1,0,2,2,3,1,0.23,0,0.47,0.47,0.7,0.23,26,6.1,3.85,19,4.46,5.26,14,3.29,7.14,1.49,0.35,7.86,8,1.88,37,33,7,6,4,7,10,41.18,3,2,-1,0,2,20.36
COLBY.ARMSTRONG,20122013,3.416666667,1.708333333,1.708333333,3.416666667,6.833333333,5.125,0.36,0.18,0.18,0.36,0.71,0.53,78.58333333,8.17,4.35,64.91666667,6.75,5.26,49.54166667,5.15,6.9,4.219583333,0.44,6.51,18.79166667,1.95,61.5,85.41666667,8.541666667,11.95833333,23.91666667,8.541666667,13.66666667,38.46,6.833333333,8.541666667,1.708333333,1.708333333,5.125,25.72
COLBY.ROBAK,20122013,0,1.708333333,0,1.708333333,1.708333333,1.708333333,0,0.29,0,0.29,0.29,0.29,47.83333333,8.04,0,22.20833333,3.73,0,13.66666667,2.3,0,0.87125,0.15,3.92,1.708333333,0.29,6.833333333,46.125,5.125,5.125,22.20833333,0,0,0,3.416666667,1.708333333,-1.708333333,0,0,33.13
COLBY.ROBAK,20132014,0,1,0,1,1,1,0,0.25,0,0.25,0.25,0.25,24,5.92,0,16,3.95,0,14,3.46,0,0.58,0.14,3.64,0,0,16,27,4,4,10,0,0,0,1,3,2,0,0,40.59
COLBY.ROBAK,20142015,0,0,1,1,1,0,0,0,0.39,0.39,0.39,0,16,6.22,0,12,4.67,0,8,3.11,0,0.6,0.23,4.98,3,1.17,15,22,6,2,10,0,0,0,1,1,0,1,0,52.94
COLIN.FRASER,20112012,2,1,5,6,8,3,0.22,0.11,0.55,0.66,0.88,0.33,94,10.39,2.13,70,7.74,2.86,53,5.86,3.77,5.49,0.61,7.84,19,2.1,147,68,9,14,18,161,173,48.2,15,10,-5,6,5,24.78
COLIN.FRASER,20122013,3.416666667,6.833333333,1.708333333,8.541666667,11.95833333,10.25,0.42,0.84,0.21,1.05,1.47,1.26,64.91666667,8,5.26,42.70833333,5.26,8,30.75,3.79,11.11,3.69,0.46,8.66,17.08333333,2.1,119.5833333,59.79166667,1.708333333,11.95833333,18.79166667,123,148.625,45.28,6.833333333,8.541666667,1.708333333,3.416666667,1.708333333,28.9
COLIN.FRASER,20132014,0,2,0,2,2,2,0,0.45,0,0.45,0.45,0.45,39,8.84,0,31,7.03,0,20,4.53,0,1.97,0.45,6.36,5,1.13,57,27,6,2,15,79,82,49.07,5,10,5,2,3,27.86
