,0
PDO|20142015,3.2212164613994774e-05
xPDO|20112012,0.00032455668311604034
xPDO|20122013,0.0005036823408284877
xPDO|20132014,0.00011000123505618557
xPDO|20142015,0.0011411025047754777
GF|20112012,0.00012351788610635975
GF|20122013,3.7236624546820496e-06
GF|20132014,0.0018990567700134364
GF|20142015,0.00605125007352992
GA|20112012,2.9351083695338163e-05
GA|20122013,0.0010088987508933681
GA|20132014,8.618544948867252e-06
GA|20142015,0.0004255058804692317
GF60|20112012,0.0014318532065756844
GF60|20122013,7.980023390337462e-05
GF60|20132014,0.0014695844248903448
GF60|20142015,0.0023185722250401515
GA60|20112012,0.00039641972335469164
GA60|20122013,0.000142928049346414
GA60|20132014,1.5981635412867175e-06
GA60|20142015,2.8437479828332275e-05
GF%|20112012,1.714348977596367e-06
GF%|20122013,1.7415620564376852e-06
GF%|20132014,0.0015898245860696638
GF%|20142015,0.0023624354186021867
FO%|20112012,5.176928965427199e-05
FO%|20122013,0.00032494204391431917
FO%|20132014,8.967279156572737e-05
FO%|20142015,9.019437408918969e-05
PENDIFF|20112012,6.500689449259656e-05
PENDIFF|20122013,0.00020354110136589263
PENDIFF|20132014,0.002175236282240896
PENDIFF|20142015,0.000143987823634657
OZS|20112012,1.0700330799712026e-06
OZS|20122013,4.518855448744909e-06
OZS|20132014,2.7520874531306066e-05
OZS|20142015,7.270848511138284e-05
DZS|20112012,0.0016903601891684271
DZS|20122013,7.897535982928111e-05
DZS|20132014,3.4817894332443423e-06
DZS|20142015,0.0008523322127599842
NZS|20112012,3.1369224495802824e-05
NZS|20122013,4.151857427337583e-07
NZS|20132014,0.0011291027654810562
NZS|20142015,0.0009450435792604135
OTF|20112012,2.2869541378788376e-06
OTF|20122013,7.806229151549208e-06
OTF|20132014,0.00082807095288481
OTF|20142015,0.0008058207697028746
OZS%|20112012,8.409013873911251e-05
OZS%|20122013,2.0931861971638313e-05
OZS%|20132014,3.624499372616364e-05
OZS%|20142015,3.400667349058323e-05
DZS%|20112012,0.00011236066357994002
DZS%|20122013,0.00014514929262556895
DZS%|20132014,0.0013288316476687163
DZS%|20142015,0.0007951387895672761
NZS%|20112012,0.0020935711517471064
NZS%|20122013,0.0010317112482677404
NZS%|20132014,0.0003670521849370191
NZS%|20142015,0.0010227424713102394
ZSR|20112012,0.0005490572911193475
ZSR|20122013,5.1441083099669735e-05
ZSR|20132014,0.0025714940872341692
ZSR|20142015,0.0003963205043968165
OZF|20112012,0.0010796463261260644
OZF|20122013,0.0001342645660208446
OZF|20132014,4.1537103435671e-06
OZF|20142015,0.0005400112345636497
DZF|20112012,3.933462045981726e-05
DZF|20122013,0.00028941119002225064
DZF|20132014,0.00019919415052217754
DZF|20142015,1.4120612607568125e-05
NZF|20112012,4.206899455502819e-05
NZF|20122013,1.4550240291667679e-05
NZF|20132014,6.577394534596121e-08
NZF|20142015,4.964433600558363e-06
OZF%|20112012,4.627852809651095e-05
OZF%|20122013,3.05376122481788e-06
OZF%|20132014,0.0004628846599567547
OZF%|20142015,7.76957762009897e-05
DZF%|20112012,0.0009759527039519496
DZF%|20122013,8.796109292732612e-05
DZF%|20132014,0.001799226588499751
DZF%|20142015,0.00048015035780170974
NZF%|20112012,0.00028478849302888254
NZF%|20122013,0.00034514739827458396
NZF%|20132014,0.0009458791179152787
NZF%|20142015,0.0011664174920770728
ZFR|20112012,4.913746800700026e-05
ZFR|20122013,1.2868550074494956e-05
ZFR|20132014,0.00011374344943567964
ZFR|20142015,0.0007225531744627833
TOI%|20112012,9.061990547627253e-05
TOI%|20122013,2.7149773542453387e-07
TOI%|20132014,0.0005172211196158934
TOI%|20142015,3.5994684165044606e-05
TOI.QoT|20112012,0.0001897647290529249
TOI.QoT|20122013,0.002417538250537195
TOI.QoT|20132014,1.986916266549303e-05
TOI.QoT|20142015,0.007047347391640558
CF.QoT|20112012,0.0007005280914721276
CF.QoT|20122013,0.0002347560089235944
CF.QoT|20132014,4.4689032199593664e-05
CF.QoT|20142015,0.00027017727081481266
xGF.QoT|20112012,1.4795592811849495e-05
xGF.QoT|20122013,3.0852396866497173e-05
xGF.QoT|20132014,1.1344521576283103e-05
xGF.QoT|20142015,0.0008805893394008361
TOI.QoC|20112012,0.00012156600595080144
TOI.QoC|20122013,7.51917084011018e-05
TOI.QoC|20132014,0.00019981277185861763
TOI.QoC|20142015,0.0015627145952864397
CF.QoC|20112012,0.00017740317552037443
CF.QoC|20122013,0.0005859512016306769
CF.QoC|20132014,0.00041575885439049223
CF.QoC|20142015,9.565285262661726e-05
xGF.QoC|20112012,7.52011866354556e-05
xGF.QoC|20122013,0.00016956155890120327
xGF.QoC|20132014,0.0011239703938442321
xGF.QoC|20142015,0.0002624609833679069
G|20112012,0.0001396099907438458
G|20122013,0.0021194686189622194
G|20132014,0.0016054139574209411
G|20142015,0.003855381673398949
A1|20112012,9.306457265923659e-05
A1|20122013,0.0003480392528767563
A1|20132014,0.0005056697663276242
A1|20142015,0.0001846231350137454
A2|20112012,3.9595207004203885e-06
A2|20122013,0.00017639791821520435
A2|20132014,1.660855580630932e-06
A2|20142015,1.1579722396783006e-05
A|20112012,9.395944183467532e-05
A|20122013,5.0870243480558715e-06
A|20132014,0.00015072158993915496
A|20142015,0.0012595882865540442
P|20112012,9.432382063449685e-05
P|20122013,0.00018358811469473786
P|20132014,0.00025956713124240875
P|20142015,0.2896414179961043
P1|20112012,0.00020860505636682681
P1|20122013,0.0031752323264843028
P1|20132014,7.186182835775702e-05
P1|20142015,0.10658013146383476
G60|20112012,3.064526814638403e-05
G60|20122013,5.928929436933287e-05
G60|20132014,2.6107244359471294e-06
G60|20142015,0.00017554080439512214
A160|20112012,0.000588205850274666
A160|20122013,1.882073902112268e-05
A160|20132014,0.00024215235504409976
A160|20142015,0.0013779684834349002
A260|20112012,0.001004989436350414
A260|20122013,0.0004160262208668486
A260|20132014,0.0001483856316864718
A260|20142015,0.0003172739851825899
A60|20112012,0.0004366402679725277
A60|20122013,3.300503978207956e-05
A60|20132014,2.2639041977742304e-06
A60|20142015,0.0007172423379425682
P60|20112012,4.6734371914705294e-05
P60|20122013,4.607374902462407e-05
P60|20132014,0.003465451270357079
P60|20142015,0.0001713547557946985
P160|20112012,1.0774232420362735e-05
P160|20122013,0.0001699939484643282
P160|20132014,0.0004727343255411357
P160|20142015,0.00015372654357628576
iCF|20112012,6.857876130428594e-05
iCF|20122013,3.295492501329083e-05
iCF|20132014,8.011908111034492e-06
iCF|20142015,0.006979792486085053
iCF60|20112012,7.104304679470987e-06
iCF60|20122013,0.00010882527481307059
iCF60|20132014,0.0008599865239164332
iCF60|20142015,4.445090021652611e-05
iCSh%|20112012,0.0002453361668476427
iCSh%|20122013,1.1717404188991047e-05
iCSh%|20132014,0.0013531060451935787
iCSh%|20142015,6.441236451157283e-05
iFF|20112012,3.6026188683161405e-06
iFF|20122013,4.0798404454143596e-05
iFF|20132014,0.00014563028395084876
iFF|20142015,0.0005369823331918489
iFF60|20112012,4.119382804347638e-05
iFF60|20122013,3.1408109843823356e-05
iFF60|20132014,0.00017485603366278207
iFF60|20142015,0.0006519739016600078
iFSh%|20112012,4.585890701530876e-06
iFSh%|20122013,0.000653964136374196
iFSh%|20132014,1.3028493344801858e-05
iFSh%|20142015,1.9014836280031723e-05
iSF|20112012,2.560641646428005e-06
iSF|20122013,8.996196471514451e-05
iSF|20132014,0.0018913170991403678
iSF|20142015,0.006303907262622041
iSF60|20112012,6.557944842066016e-06
iSF60|20122013,0.0035190414149537707
iSF60|20132014,0.0010979195710152268
iSF60|20142015,0.000749882325454257
iSh%|20112012,0.00042273987130553433
iSh%|20122013,0.00021103034501026896
iSh%|20132014,4.521538381842965e-05
iSh%|20142015,2.491061535478931e-05
ixG|20112012,0.00023525687531271504
ixG|20122013,9.813873497699786e-05
ixG|20132014,9.643394888096384e-05
ixG|20142015,8.330835847516368e-05
ixG60|20112012,0.00010255809491628225
ixG60|20122013,0.0017633901787223846
ixG60|20132014,2.0151415615879573e-05
ixG60|20142015,0.0003128958945465011
ixFSh%|20112012,0.000415137800339598
ixFSh%|20122013,4.22265625681905e-06
ixFSh%|20132014,0.0006961170896697154
ixFSh%|20142015,0.007148644792882705
iSCF|20112012,2.3260646419364777e-05
iSCF|20122013,0.0005560619224667671
iSCF|20132014,2.0155045925906353e-09
iSCF|20142015,0.00013554797272915018
iSCF60|20112012,0.0006799092108548193
iSCF60|20122013,0.0020528319227628724
iSCF60|20132014,0.0002599636840190988
iSCF60|20142015,0.0006389119913427756
iHF|20112012,0.00166696277983702
iHF|20122013,0.00013470734409736575
iHF|20132014,0.0001525704088846823
iHF|20142015,2.4599647701100476e-05
iHA|20112012,0.00010968988472005823
iHA|20122013,0.00010534327930702206
iHA|20132014,0.0007268450553297992
iHA|20142015,5.9503496617157624e-05
iGVA|20112012,0.0002969568450119996
iGVA|20122013,1.7179930689451304e-05
iGVA|20132014,8.912387126864318e-05
iGVA|20142015,3.504136657198581e-05
iTKA|20112012,4.703204369366971e-06
iTKA|20122013,0.000641182465605559
iTKA|20132014,0.00021499992567151262
iTKA|20142015,4.551607792286132e-06
iBLK|20112012,0.00026823384448180674
iBLK|20122013,3.389356898141715e-05
iBLK|20132014,0.0011671306595908263
iBLK|20142015,0.00010865323873075002
iFOW|20112012,3.398232196209093e-05
iFOW|20122013,0.00010222353544839865
iFOW|20132014,1.020278433623012e-06
iFOW|20142015,0.0008324146147414005
iFOL|20112012,0.0002885415690801448
iFOL|20122013,2.5638901686658266e-05
iFOL|20132014,0.0007748583555108481
iFOL|20142015,6.532213042685692e-06
iFO%|20112012,6.525655685571952e-06
iFO%|20122013,6.769436189047146e-06
iFO%|20132014,0.0024374215190018237
iFO%|20142015,5.452970227407582e-06
iPENT|20112012,3.500545003059453e-06
iPENT|20122013,0.00039522366011681304
iPENT|20132014,0.00035886324961340005
iPENT|20142015,0.001231994151888988
iPEND|20112012,0.0007205147993037697
iPEND|20122013,1.0758346182465388e-06
iPEND|20132014,0.0015667552602664854
iPEND|20142015,0.0017148109011961836
iPENDIFF|20112012,0.001215864966287015
iPENDIFF|20122013,0.0005144541817574943
iPENDIFF|20132014,0.0007518623690871178
iPENDIFF|20142015,0.00015914630798197262
iRB|20112012,9.559647745503862e-05
iRB|20122013,1.9274286073872657e-06
iRB|20132014,1.7170565328513453e-06
iRB|20142015,2.144707352981119e-05
iRS|20112012,0.00019832826453688293
iRS|20122013,0.0005585851465987298
iRS|20132014,0.00014908736085959148
iRS|20142015,0.0013224906336471956
Avg.DIST|20112012,0.0014452886158741714
Avg.DIST|20122013,1.7780071034759786e-05
Avg.DIST|20132014,4.605985499289491e-05
Avg.DIST|20142015,0.0006456748666902169
OTOI|20112012,1.619493456687223e-06
OTOI|20122013,5.0777417338000355e-06
OTOI|20132014,0.0001216115915968409
OTOI|20142015,3.571155447847492e-05
OCF|20112012,3.58529146396431e-05
OCF|20122013,4.8668206766115604e-05
OCF|20132014,8.68023353692197e-05
OCF|20142015,1.2724613021251293e-05
OCA|20112012,8.800890037618207e-05
OCA|20122013,0.0002207791643490822
OCA|20132014,9.256826038142135e-05
OCA|20142015,0.002224411941880891
OCF60|20112012,6.438983248750841e-06
OCF60|20122013,7.414373702585166e-05
OCF60|20132014,1.7049148053322472e-06
OCF60|20142015,0.0007641343823768015
OCA60|20112012,7.318668051209307e-05
OCA60|20122013,0.0007350084869935454
OCA60|20132014,0.0001364429826843219
OCA60|20142015,9.94454427635278e-05
OCF%|20112012,1.0678259961871045e-05
OCF%|20122013,0.0009652595425519685
OCF%|20132014,3.115280323819719e-05
OCF%|20142015,0.00024801542639124423
OCSh%|20112012,3.963452455199672e-05
OCSh%|20122013,6.343935926975774e-05
OCSh%|20132014,4.323883304637462e-05
OCSh%|20142015,0.0003030129928242997
OCSv%|20112012,7.680577166690208e-05
OCSv%|20122013,7.536974205411916e-05
OCSv%|20132014,2.1172919391131643e-05
OCSv%|20142015,2.0795854237742937e-05
OFF|20112012,2.893951544153567e-05
OFF|20122013,1.6997084729392575e-08
OFF|20132014,1.8600819196531083e-06
OFF|20142015,2.1050036788818863e-07
OFA|20112012,1.8559765353008934e-06
OFA|20122013,6.087419425057002e-05
OFA|20132014,9.57721410512105e-06
OFA|20142015,1.4550338418102818e-06
OFF60|20112012,7.444768531879673e-08
OFF60|20122013,1.206395381121595e-05
OFF60|20132014,3.926404742815229e-06
OFF60|20142015,6.6732466388910565e-06
OFA60|20112012,0.00011170787678800573
OFA60|20122013,0.0001679925314026981
OFA60|20132014,0.0010613773022177361
OFA60|20142015,5.69666698608845e-05
OFF%|20112012,0.0009226488007743602
OFF%|20122013,0.00017841314045048668
OFF%|20132014,2.83792622693388e-07
OFF%|20142015,0.0003091559444914869
OFSh%|20112012,2.5219522645271544e-05
OFSh%|20122013,0.0003402282066936749
OFSh%|20132014,5.407354951701738e-05
OFSh%|20142015,5.2171980197086454e-05
OFSv%|20112012,0.0004945297835034994
OFSv%|20122013,0.00022621072101523782
OFSv%|20132014,0.00042284609008011903
OFSv%|20142015,6.147573811288946e-05
OSF|20112012,4.303906223556355e-06
OSF|20122013,8.373024832025082e-05
OSF|20132014,2.705769810565254e-05
OSF|20142015,0.0007412303905116049
OSA|20112012,7.627185950242145e-06
OSA|20122013,2.9617934457845838e-05
OSA|20132014,2.786779538629398e-05
OSA|20142015,0.00014627423011565754
OSF60|20112012,4.092052083041061e-05
OSF60|20122013,0.00039668239440219545
OSF60|20132014,0.00031928328414753294
OSF60|20142015,3.5975714313453907e-06
OSA60|20112012,0.0001197580209576422
OSA60|20122013,3.762423165446241e-05
OSA60|20132014,1.192693898545159e-07
OSA60|20142015,2.2609586954658088e-05
OSF%|20112012,0.00033346963272641063
OSF%|20122013,0.00021084772061989555
OSF%|20132014,7.719820228312887e-06
OSF%|20142015,6.470872854147331e-06
OSh%|20112012,4.593299482767228e-05
OSh%|20122013,0.00042596729596178044
OSh%|20132014,1.1161802845282572e-05
OSh%|20142015,9.029587330646823e-05
OSv%|20112012,0.00012117508640735114
OSv%|20122013,0.00018159954848761417
OSv%|20132014,0.00013617157227854528
OSv%|20142015,9.94374172970634e-06
OxGF|20112012,1.2399569366301047e-05
OxGF|20122013,0.000675430553727315
OxGF|20132014,6.503288560451737e-05
OxGF|20142015,0.0001627732501221487
OxGA|20112012,1.952415998901604e-07
OxGA|20122013,0.0005579359642020588
OxGA|20132014,9.830556697057552e-05
OxGA|20142015,1.2665477690089846e-05
OxGF60|20112012,0.0014361482173984362
OxGF60|20122013,0.0004981829260899287
OxGF60|20132014,7.455301227897335e-06
OxGF60|20142015,6.848668982038603e-05
OxGA60|20112012,1.902680496896999e-05
OxGA60|20122013,3.6411708836559105e-05
OxGA60|20132014,4.4246307495866304e-05
OxGA60|20142015,0.0004909810217959283
OxGF%|20112012,0.00013188547753597508
OxGF%|20122013,7.616720985090573e-05
OxGF%|20132014,1.0182494386822945e-05
OxGF%|20142015,0.00041360113590294367
OxFSh%|20112012,3.2021379573877217e-07
OxFSh%|20122013,0.0003082268401036399
OxFSh%|20132014,0.0011961931318913957
OxFSh%|20142015,2.777133315657715e-05
OxFSv%|20112012,0.0015380135385503501
OxFSv%|20122013,0.0006823767129411661
OxFSv%|20132014,0.0010425238098320142
OxFSv%|20142015,0.00014536511550760972
OSCF|20112012,1.756359023935221e-05
OSCF|20122013,0.00019962815519843563
OSCF|20132014,1.6747826719479798e-06
OSCF|20142015,2.273006379814813e-05
OSCA|20112012,7.41198282820825e-07
OSCA|20122013,0.00046208831486806607
OSCA|20132014,8.042322049753338e-05
OSCA|20142015,0.00025590814171244744
OSCF60|20112012,1.1944982490487453e-05
OSCF60|20122013,0.00011271866612423752
OSCF60|20132014,0.0
OSCF60|20142015,8.900013630111239e-05
OSCA60|20112012,0.0007832513612779132
OSCA60|20122013,6.503560668681514e-05
OSCA60|20132014,0.00019815018161586326
OSCA60|20142015,4.401000052989868e-05
OSCF%|20112012,0.00040182036954010826
OSCF%|20122013,2.2552987325607035e-06
OSCF%|20132014,0.000951139188004436
OSCF%|20142015,0.00024075686249394363
OGF|20112012,4.0335198817595863e-07
OGF|20122013,0.0004683347199180593
OGF|20132014,0.000205059429073331
OGF|20142015,0.0007722123090403803
OGA|20112012,5.316447391040548e-05
OGA|20122013,0.0012111444901518693
OGA|20132014,8.869722655941159e-05
OGA|20142015,0.00032601115775559035
OGF60|20112012,0.00018698365031207228
OGF60|20122013,0.00012150636102589353
OGF60|20132014,0.00026945410641568906
OGF60|20142015,0.00043350733310610034
OGA60|20112012,0.0002892989427641519
OGA60|20122013,0.00010694653878404665
OGA60|20132014,0.0003077672930155641
OGA60|20142015,0.00016199721717743471
OGF%|20112012,0.00010754651681547113
OGF%|20122013,0.0007407709753485122
OGF%|20132014,0.0001679728522739378
OGF%|20142015,0.0005470946139531201
OOZS|20112012,8.939429241116163e-05
OOZS|20122013,4.342946179214977e-05
OOZS|20132014,0.00011168120760608161
OOZS|20142015,2.7677099150054184e-05
ODZS|20112012,1.3516218003471766e-05
ODZS|20122013,0.00016637819746250133
ODZS|20132014,2.929218246421401e-05
ODZS|20142015,0.00011683495270193955
ONZS|20112012,0.0005867210047078515
ONZS|20122013,0.00016364810755450698
ONZS|20132014,0.0012821760343963943
ONZS|20142015,0.00027357471817119445
OZSR|20112012,0.00015550818573011646
OZSR|20122013,0.0005047346712140925
OZSR|20132014,0.00036142143680035837
OZSR|20142015,0.001320860798502775
PP_TOI|20112012,0.00024120558456493116
PP_TOI|20122013,0.01336412186933777
PP_TOI|20132014,0.019024255191392773
PP_TOI|20142015,0.11988986659059087
PP_G|20112012,0.0005567169722410445
PP_G|20122013,1.7570641359776659e-06
PP_G|20132014,0.00020836328285410267
PP_G|20142015,8.396421509127918e-05
PP_A1|20112012,7.539109411425451e-08
PP_A1|20122013,2.0564591167787554e-06
PP_A1|20132014,5.472846837136679e-05
PP_A1|20142015,0.0022786653552821557
PP_A2|20112012,6.231048017340196e-06
PP_A2|20122013,2.406106283786088e-05
PP_A2|20132014,0.0002703740214107184
PP_A2|20142015,3.301662932760656e-05
PP_A|20112012,9.69190384446334e-06
PP_A|20122013,1.0431198024169984e-06
PP_A|20132014,0.0001348432382848753
PP_A|20142015,0.00030101070100509305
PP_P|20112012,2.6582811084534768e-05
PP_P|20122013,1.1166093875243057e-05
PP_P|20132014,2.2723422271272347e-05
PP_P|20142015,1.663947273701891e-05
PP_P1|20112012,0.00016181704307805135
PP_P1|20122013,8.741833178536117e-06
PP_P1|20132014,3.856461961973597e-05
PP_P1|20142015,1.215259209066407e-06
PP_G60|20112012,3.732884215521551e-06
PP_G60|20122013,0.0014045263228118746
PP_G60|20132014,6.378045092830266e-05
PP_G60|20142015,0.0004643752657740601
PP_A160|20112012,0.00015312889747751956
PP_A160|20122013,0.0001224580125268559
PP_A160|20132014,0.0009208331392407939
PP_A160|20142015,0.00014618143527723098
PP_A260|20112012,0.00019964440602161288
PP_A260|20122013,7.410634670327546e-05
PP_A260|20132014,0.0008280392386846627
PP_A260|20142015,0.002446956291591874
PP_A60|20112012,0.0002594946741269022
PP_A60|20122013,0.000406775033814088
PP_A60|20132014,0.0009315654812198043
PP_A60|20142015,0.0004763139922070968
PP_P60|20112012,0.00012719809350314313
PP_P60|20122013,0.0
PP_P60|20132014,0.012387598406349934
PP_P60|20142015,0.00012938778701534733
PP_P160|20112012,7.108511796344224e-05
PP_P160|20122013,2.01145083235737e-05
PP_P160|20132014,0.0009063619040094457
PP_P160|20142015,0.0012113174835035952
PP_iCF|20112012,7.336022941106785e-06
PP_iCF|20122013,6.559199478589563e-06
PP_iCF|20132014,2.638357068225723e-07
PP_iCF|20142015,2.5135808496569548e-05
PP_iCF60|20112012,0.00017056137673705316
PP_iCF60|20122013,0.002597768278186198
PP_iCF60|20132014,0.0001127130587444492
PP_iCF60|20142015,0.009842297666260002
PP_iCSh%|20112012,0.00035303238706356716
PP_iCSh%|20122013,0.00025024700032315604
PP_iCSh%|20132014,0.00031234686482860903
PP_iCSh%|20142015,0.00044518064173748926
PP_iFF|20112012,0.0014077805458118959
PP_iFF|20122013,9.130535879819148e-05
PP_iFF|20132014,0.019549919893276715
PP_iFF|20142015,0.001228385917072981
PP_iFF60|20112012,0.00044665294086814925
PP_iFF60|20122013,0.0008119229530441335
PP_iFF60|20132014,0.0
PP_iFF60|20142015,0.0013866148069542352
PP_iFSh%|20112012,2.221845739666364e-05
PP_iFSh%|20122013,1.2466076944122463e-05
PP_iFSh%|20132014,1.131199323486655e-06
PP_iFSh%|20142015,0.0003859372816124183
PP_iSF|20112012,1.409988150324115e-05
PP_iSF|20122013,1.647390900774841e-05
PP_iSF|20132014,4.8126247048078114e-05
PP_iSF|20142015,0.0032687723045516405
PP_iSF60|20112012,0.000273617347761715
PP_iSF60|20122013,0.00010328846127077554
PP_iSF60|20132014,0.0005397464832540115
PP_iSF60|20142015,0.0008060715396938708
PP_iSh%|20112012,7.510680844667933e-09
PP_iSh%|20122013,8.654455778739991e-07
PP_iSh%|20132014,1.0537447198984996e-05
PP_iSh%|20142015,0.00013610608209968126
PP_ixG|20112012,3.758894136301546e-05
PP_ixG|20122013,0.00019321296602884912
PP_ixG|20132014,0.061205442877193816
PP_ixG|20142015,0.01487973581452921
PP_ixG60|20112012,0.000602316971204775
PP_ixG60|20122013,0.0016316121935242532
PP_ixG60|20132014,0.000210470461273471
PP_ixG60|20142015,0.0005414108788875709
PP_ixFSh%|20112012,0.0006348815346156828
PP_ixFSh%|20122013,0.015536676772359221
PP_ixFSh%|20132014,8.980261691393281e-05
PP_ixFSh%|20142015,0.009096502627110713
PP_iSCF|20112012,1.6849867016310032e-05
PP_iSCF|20122013,0.000421012545664101
PP_iSCF|20132014,2.5658736480102978e-06
PP_iSCF|20142015,4.632409906180917e-08
PP_iSCF60|20112012,0.0001239900826483856
PP_iSCF60|20122013,0.00020828491491315802
PP_iSCF60|20132014,8.403334915921155e-05
PP_iSCF60|20142015,8.88611928809477e-06
PP_iHF|20112012,4.600341070815521e-05
PP_iHF|20122013,7.357030086552096e-07
PP_iHF|20132014,2.4922238144377793e-05
PP_iHF|20142015,0.0008573657520167621
PP_iHA|20112012,8.274462396403665e-05
